"","sampleid","processing_date","barcode_id","roost_site","latitude_s","longitude_e","researchers_present","sampling_session","net_date","net_open_time","net_close_time","exit_count","capture_time","processing_time_start","processing_time_end","weather","bat_species","duplicated_sampleid","recap","bat_sex","bat_age_class","young_of_year","pupmom_pair","pup_or_mom","sampleid_pupmom_pair","fed_bananas_before","bat_weight_g","body_length_cm","bat_forearm_mm","bat_tibia_mm","ear_length_mm","gonad_length_mm","gonad_width_mm","hair_y_n","wing_punch","bat_flies","meglastreblidae","fleas","mites","ticks","t_star","urine_vial","feces_vial","throat_vial","eppendorf_vol_ul","serum_aliquots_num","rbc_aliquots_num","buffy_coat_aliquots_num","rna_protect_vol_ul","slides_thin_num","slides_thick_num","filter_y_n","toothwear","temperature_f","notes","check_notes_y_n","performed_necropsy","spleen_rna_preserve","liver_rna_preserve","kidney_rna_preserve","brain_rna_preserve","spleen_plain","liver_plain","kidney_plain","brain_plain","liver_aluminum","kidney_aluminum","gonads_aluminum","brain_aluminum","intestines_aluminum","teeth_num","tooth_type","predicted_mass_g","mass_forearm_residual","recap_new"
"11","AMB138","2018-03-02","1347","Ambakoana_Pruf",-18.513,48.1665,"CB, CR, AR, AFA",40,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",785,"29.8",169,79.9,24.2,"19.6","22.4","yes","1","0",NA,"0","0",0,NA,0,1,1,500,NA,NA,NA,500,1,"0","yes","heavy","100.1 (6:45); 98.6 (6:55); 97 (7:59)","Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.04519251416,127.95480748584,"no"
"12","AMB141","2018-04-16","1350","Ambakoana_Pruf",-18.513,48.1665,"CR, AFA, AR",44,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",710,"28.6",174,80.7,27.4,"24.6","18","yes","1","0",NA,"0","4",1,NA,1,1,1,600,NA,NA,NA,400,2,"1","yes","heavy","98.9 (9:05); 100 (9:41); 99.3 (9:45); 98.6 (9:47)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695.452199802479,14.5478001975214,"no"
"13","AMB143","2018-04-17","1352","Ambakoana_Pruf",-18.513,48.1665,"CR, AFA, AR",44,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",880,"27",170,84,27.4,"18.3","17","yes","1","0",NA,"0","0",0,NA,0,1,1,600,NA,NA,NA,400,2,"1","yes","heavy","99.6 (8:21); 98.1 (9:00); 98.1 (9:02); 97.7 (9:04); 97.8 (9:07); 97.5 (9:15)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.641621763584,215.358378236416,"no"
"14","AMB148","2018-04-22","1357","Ambakoana_Pruf",-18.513,48.1665,"CR, AFA, AR",44,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","female","NL","no","no",NA,NA,"unknown",670,"26.1",169,82.6,27,"8.7","8.3","yes","1","0",NA,"0","0",0,NA,0,1,1,600,NA,NA,NA,400,2,"1","yes","heavy","99.1 (7:47); 98.8 (8:00); 99.3 (8:02); 97.8 (8:06)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580.697875266523,89.3021247334774,"no"
"15","AMB149","2018-08-05","1359","Ambakoana_Pruf",-18.513,48.1665,"CR, AFA, AR, Noe",48,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","female","NL","no","no",NA,NA,"unknown",480,"22.5",145.5,69.9,28.5,"6.1","2.8","yes","1","0",NA,"0","0",0,NA,0,1,1,500,NA,NA,NA,400,2,"1","yes","mild","101.4 (9:22); 100.3 (9:49); 98.6 (9:52); 97.6 (9:54)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.511936552301,4.4880634476994,"no"
"16","AMB150","2018-08-06","1360","Ambakoana_Pruf",-18.513,48.1665,"CR, AFA, AR, Noe",48,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",415,"23",146.9,67.1,37.4,"small","small","yes","1","0",NA,"0","0",0,NA,0,1,1,500,NA,NA,NA,400,2,"1","yes","mild","100 (8:48); 98.3 (9:05); 97.6 (9:08); 97.3 (9:11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.039606070857,-85.0396060708566,"no"
"17","AMB151","2018-08-07","1361","Ambakoana_Pruf",-18.513,48.1665,"CR, AFA, AR, Noe",48,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",550,"25.5",168,84.5,27.5,"small","small","yes","1","0",NA,"0","0",0,NA,0,1,1,400,NA,NA,NA,300,2,"1","yes","moderate","97.3; 98.4 (8:12); 97.9 (8:17); 97.7 (8:19)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649.491275115823,-99.4912751158226,"no"
"18","AMB152","2018-08-07","1362","Ambakoana_Pruf",-18.513,48.1665,"CR, AFA, AR, Noe",48,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",660,"27",170,83.9,35,"small","small","yes","1","0",NA,"0","0",0,NA,0,1,1,500,NA,NA,NA,350,2,"1","yes","moderate","98.9 (8:29); 97.7 (8:41); 97.4 (8:43); 96 (8:46); 97.1 (8:47)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.641621763584,-4.64162176358366,"no"
"19","AMB155","2018-08-08","1365","Ambakoana_Pruf",-18.513,48.1665,"CR, AFA, AR, Noe",48,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","female","NL","no","no",NA,NA,"unknown",495,"23",160,81.5,28.7,"small","2.3","yes","1","0",NA,"0","0",0,NA,0,1,1,400,NA,NA,NA,300,2,"1","yes","mild","97.5 (8:02); 97.8 (8:09); 97.6 (8:14); 97.1 (8:16)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.794163140915,-44.7941631409154,"no"
"20","AMB156","2018-12-21","1372","Ambakoana_Pruf",-18.513,48.1665,"CB, PR, Rabetsy",54,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","female","L","no","no",NA,NA,"unknown",590,"24.5",158,82.68,25.2,"13.49","10.71","yes","1","0",NA,"0","0",0,NA,0,1,1,500,NA,NA,NA,400,2,"1","yes","moderate","100.3 (8:18); 101.7 (8:25); 99.67 (8:30)","Gave sugar water and released post-processing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.807092662622,59.1929073373781,"no"
"21","AMB157","2018-12-24","1373","Ambakoana_Pruf",-18.513,48.1665,"CB, PR, Rabetsy",54,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",780,"25.5",170,84.64,31,"19.5","17.84","yes","1","0",NA,"0","0",0,NA,0,1,1,500,NA,NA,NA,400,2,"1","yes","moderate","98.9 (7:36); 97.9 (7:45); 97.4 (7:48); 97.4 (7:57); 97.3 (7:59); 97.3 (8:00)","Gave sugar water and released post-processing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.641621763584,115.358378236416,"no"
"22","AMB162","2019-02-14","1358","Ambakoana_Pruf",-18.513,48.1665,"CB, KR, AG, AA, FR",61,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",680,"28.2",174,80.4,27.3,"18.2","20.4","yes","1","0","0","0","0",0,NA,1,1,1,500,NA,NA,NA,200,2,"1","yes","moderate","98.5 (7:08); 100.1 (7:33); 99.9 (7:41); 98.4 (7:45); 96 (7:58); 96.4 (8:06); 96.4 (8:13)","Fed sugar water and released",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695.452199802479,-15.4521998024786,"no"
"23","AMB163","2019-02-18","1378","Ambakoana_Pruf",-18.513,48.1665,"CB, KR, AG, AA, FR",61,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","female","NL","no","no",NA,NA,"unknown",570,"28",175,79.4,26.8,"9.6","9.9","yes","1","0","0","0","0",0,NA,0,1,1,400,NA,NA,NA,150,2,"1","yes","moderate","97.3 (7:28); 100.5 (7:58); 99 (8:06); 97.3 (8:15); 97 (8:23)","Developed mammary gland but no baby. Fed sugar water and released",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.377472360669,-38.3774723606691,"no"
"24","AMB164","2019-02-19","1379","Ambakoana_Pruf",-18.513,48.1665,"CB, KR, AG, AA, FR",61,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropus rufus","","no","male","A","no","no",NA,NA,"unknown",765,"30.5",177,87.6,31.7,"17.3","24.8","yes","1","0","0","0","0",0,NA,0,1,1,600,NA,NA,NA,200,2,"1","yes","moderate","97.7 (8:08); 96.9 (8:15); 97 (8:25); 96.7 (8:37); 96.6 (8:51)","Fed sugar water and released",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.005881897122,45.9941181028776,"no"
"25","AND42","2019-08-08","956000009383139","Ankarana_Canyon_Edup",-12.9435,49.0555,"CB, SG, AG, AA, FR, SK",73,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",365,"23",135.1,64,25.9,"13.5","9.8","yes","1","4","0","0","2",0,NA,1,1,1,800,NA,NA,NA,300,2,"1","yes","moderate","99.3 (23:50)",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.390515865803,15.6094841341971,"no"
"26","AND43","2019-08-09","956000006098514","Ankarana_Canyon_Edup",-12.9435,49.0555,"CB, SG, AG, AA, FR, SK",73,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",308,"22.2",125.4,64,27.2,"18.2","14.1","yes","1","10","0","0","2",0,NA,0,1,1,600,NA,NA,NA,200,2,"1","yes","moderate",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.076775787438,4.92322421256216,"no"
"27","AND44","2019-09-26","956000005681437","Ankarana_Canyon_Edup",-12.9435,49.0555,"SG, AA",80,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",365,"23.5",136.8,66,25,"11.9","12.8","yes","1","4","0","0","2",0,NA,1,1,1,NA,NA,NA,NA,NA,2,"1","yes","moderate",NA,"blood was taken but no amounts were recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.829625657526,7.17037434247362,"yes"
"28","ANGB130","2018-02-14","","Angavobe_Edup",-18.944,47.9491,"CB, CR, AR, AFA",37,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",330,"21",129.2,65.6,32.6,"9.3","10.6","yes","1","3",NA,"0","2",NA,NA,0,1,1,200,NA,NA,NA,500,2,"2","no","mild",NA,"dead upon arrival. Performed necropsy",NA,"yes","1","1","1","1","1","1","1","1","1",NA,"1","1","1",4,"LLC, LRC, ULC, URC",309.143899664791,20.8561003352086,"no"
"29","ANGB131","2018-02-14","","Angavobe_Edup",-18.944,47.9491,"CB, CR, AR, AFA",37,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",310,"21.8",138.2,66.4,34.4,"10","11.5","yes","1","2",NA,"0","2",NA,NA,0,1,1,200,NA,NA,NA,500,2,"2","no","mild",NA,"dead upon arrival. Performed necropsy",NA,"yes","1","1","1","1","1","1","1","1","1",NA,"1","1","1",4,"LLC, LRC, ULC, URC",336.945071128441,-26.9450711284413,"no"
"30","ANGB132","2018-02-14","","Angavobe_Edup",-18.944,47.9491,"CB, CR, AR, AFA",37,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",350,"20.3",130.6,62.5,37.1,"18.5","19.2","yes","1","2",NA,"0","1",NA,NA,0,1,1,200,NA,NA,NA,500,2,"2","no","moderate",NA,"dead upon arrival. Performed necropsy",NA,"yes","1","1","1","1","1","1","1","1","1",NA,"1","1","1",4,"LLC, LRC, ULC, URC",327.515085913186,22.4849140868141,"no"
"31","ANGB135","2018-04-09","1063","Angavobe_Edup",-18.944,47.9491,"CR, AFA, AR",41,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",320,"22",133.9,63.8,23.01,"4.7","1.5","yes","1","3",NA,"0","17",0,NA,1,1,1,300,NA,NA,NA,200,2,"2","yes","mild","98.1 (15:49); 96.7 (13:18); 97 (13:20); 97.4 (13:23); 97.3 (13:26)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.597217940321,-3.59721794032072,"no"
"32","ANGB142","2018-04-09","1056","Angavobe_Edup",-18.944,47.9491,"CR, AFA, AR",41,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",370,"21.5",131.6,61.9,22.7,"23","15.5","yes","1","8",NA,"0","6",0,NA,1,1,1,300,NA,NA,NA,200,2,"2","yes","heavy","cold (13:07); cold (13:09)","Bat died under anesthesia. See necropsy notes but took teeth",NA,"yes","1","1","1","1","1","1","1","1","1",NA,"1","1","1",4,"LLC, LRC, ULC, URC",332.318092196432,37.6819078035685,"no"
"33","ANGB143","2018-07-27","951","Angavobe_Edup",-18.944,47.9491,"CR, AFA, AR, Noe",45,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",300,"18.5",132.7,63,30.8,"6.5","7.5","yes","1","15",NA,"4","3",0,NA,0,1,1,400,NA,NA,NA,250,2,"1","yes","mild","100.7; 96.4 (20:42); 96.2 (20:44)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.893351892601,-19.8933518926012,"no"
"34","ANGB147","2018-07-27","955","Angavobe_Edup",-18.944,47.9491,"CR, AFA, AR, Noe",45,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",320,"19",125.2,63.3,31.3,"7","5.1","yes","1","4",NA,"0","0",0,NA,0,1,1,350,NA,NA,NA,200,2,"1","yes","mild","98.3; 96.6 (20:22); 97.1 (20:26)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.957943801926,23.0420561980735,"no"
"35","ANGB149","2018-07-27","957","Angavobe_Edup",-18.944,47.9491,"CR, AFA, AR, Noe",45,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",280,"20.5",125.5,59,27.2,"6.3","4.3","yes","1","8",NA,"3","0",0,NA,0,1,1,300,NA,NA,NA,200,2,"1","yes","moderate","97.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.868172795085,-17.8681727950848,"yes"
"36","ANGB154","2018-07-27","956000010862484","Angavobe_Edup",-18.944,47.9491,"CR, AFA, AR, Noe",45,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",340,"20",125.1,63.4,28.9,"7.2","5.3","yes","1","1",NA,"0","1",0,NA,0,1,1,400,NA,NA,NA,250,2,"1","yes","moderate","97.4","Band # 962. PIT tagged on 9/30/2022 as KEL645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.654669156889,43.3453308431109,"yes"
"37","ANGB156","2018-09-09","956000009384448","Angavobe_Edup",-18.944,47.9491,"CB, CR, AFA, AR",49,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",340,"22.5",125.3,63.2,30.2,"15.8","13.4","yes","1","0",NA,"2","0",0,NA,0,1,1,450,NA,NA,NA,150,2,"1","yes","heavy","97.9 (13:50); 101.6 (14:06); 99.1 (14:08); 97.5 (14:12)","Band number 338 silver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.615654672524,37.3843453274758,"yes"
"38","ANGB157","2018-09-09","1024","Angavobe_Edup",-18.944,47.9491,"CB, CR, AFA, AR",49,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",365,"22.8",129.9,63.2,30.7,"18.5","14.3","yes","1","0",NA,"0","0",0,NA,0,1,1,450,NA,NA,NA,150,2,"1","yes","mild","101.9 (14:31); 100.9 (14:33); 99.5 (14:38); 97.7 (14:44); 97.5 (14:48); 96.9 (14:54); 96.1 (14:59); 94.9 (15:05); low (15:06); 95.8 (15:47)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.172793436414,40.8272065635862,"yes"
"39","ANGB158","2018-09-09","1023","Angavobe_Edup",-18.944,47.9491,"CB, CR, AFA, AR",49,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","P","no","no",NA,NA,"unknown",385,"21.8",134.5,61.8,34.5,"8.7","5.7","yes","0","0",NA,"0","0",0,NA,1,1,1,450,NA,NA,NA,150,2,"1","yes","mild","98.2 (15:18); 97.4 (15:26); 96.8 (15:34)","Wing punch tubes exploded in liquid N and was lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.452629160067,59.547370839933,"no"
"40","ANGB159","2018-09-09","1022","Angavobe_Edup",-18.944,47.9491,"CB, CR, AFA, AR",49,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","P","no","no",NA,NA,"unknown",340,"22.2",134.3,65.2,27.1,"8.3","6.1","yes","1","0",NA,"0","0",0,NA,1,1,1,400,NA,NA,NA,150,2,"1","yes","mild","97.7 (16:02); 97.4 (16:11); 96.9 (16:20); 95.3 (16:27); 94.6 (16:35)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.833901849162,15.166098150838,"no"
"41","ANGB160","2018-09-09","1021","Angavobe_Edup",-18.944,47.9491,"CB, CR, AFA, AR",49,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",360,"23.5",126.2,60.9,23.4,"23.7","14.6","yes","1","0",NA,"0","0",0,NA,1,1,1,500,NA,NA,NA,150,2,"1","yes","mild","97.3 (17:53); 95.7 (18:03); 95.9 (18:20)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.777775139806,53.2222248601939,"no"
