sampleid,age,sex,species,aging_method,extracted
AND42,5,M,Eidolon_dupreanum,tooth,Y
ANGB130,1,F,Eidolon_dupreanum,tooth,Y
ANGB131,1,F,Eidolon_dupreanum,tooth,Y
ANGB132,4,M,Eidolon_dupreanum,tooth,Y
CAT003,0.860273973,F,Eidolon_dupreanum,juvenile,Y
CAT017,3,F,Eidolon_dupreanum,tooth,Y
CAT018,1,F,Eidolon_dupreanum,tooth,Y
CAT019,2,M,Eidolon_dupreanum,tooth,Y
CAT021,1,F,Eidolon_dupreanum,tooth,Y
CAT026,1,F,Eidolon_dupreanum,tooth,Y
CAT027,3,M,Eidolon_dupreanum,tooth,Y
CAT028,0.967123288,F,Eidolon_dupreanum,juvenile,Y
CAT029,0.967123288,F,Eidolon_dupreanum,juvenile,Y
CAT032,4,F,Eidolon_dupreanum,tooth,Y
CAT033,0.967123288,M,Eidolon_dupreanum,juvenile,Y
CAT034,3,M,Eidolon_dupreanum,tooth,Y
CAT035,2,M,Eidolon_dupreanum,tooth,Y
CAT036,1,F,Eidolon_dupreanum,tooth,Y
CAT037,10,F,Eidolon_dupreanum,tooth,Y
KEL172,2.5,F,Eidolon_dupreanum,tooth,Y
KEL173,5.25,F,Eidolon_dupreanum,tooth,Y
KEL177,1,F,Eidolon_dupreanum,tooth,Y
KEL178,6,F,Eidolon_dupreanum,tooth,Y
KEL254,1,M,Eidolon_dupreanum,tooth,Y
KEL255,2,F,Eidolon_dupreanum,tooth,Y
KEL256,4,F,Eidolon_dupreanum,tooth,Y
KEL257,4,F,Eidolon_dupreanum,tooth,Y
KEL258,16,F,Eidolon_dupreanum,tooth,Y
KEL260,10,F,Eidolon_dupreanum,tooth,Y
KEL261,8,F,Eidolon_dupreanum,tooth,Y
KEL262,1,M,Eidolon_dupreanum,tooth,Y
KEL263,6,M,Eidolon_dupreanum,tooth,Y
KEL264,4,F,Eidolon_dupreanum,tooth,Y
KEL268B,0.320547945,M,Eidolon_dupreanum,juvenile,Y
KEL270B,0.5,F,Eidolon_dupreanum,tooth,Y
KEL275B,2,M,Eidolon_dupreanum,tooth,Y
KEL276B,2,M,Eidolon_dupreanum,tooth,Y
KEL277B,3,M,Eidolon_dupreanum,tooth,Y
KEL278B,6,F,Eidolon_dupreanum,tooth,Y
KEL279B,2,F,Eidolon_dupreanum,tooth,Y
KEL281,0.219178082,M,Eidolon_dupreanum,juvenile,Y
KEL284B,1,F,Eidolon_dupreanum,tooth,Y
KEL286,0.219178082,F,Eidolon_dupreanum,juvenile,Y
KEL290,4,M,Eidolon_dupreanum,tooth,Y
KEL291,4,F,Eidolon_dupreanum,tooth,Y
KEL295,2,M,Eidolon_dupreanum,tooth,Y
KEL296,6,F,Eidolon_dupreanum,tooth,Y
KEL297,5,M,Eidolon_dupreanum,tooth,Y
KEL298,3,M,Eidolon_dupreanum,tooth,Y
KEL309,6,F,Eidolon_dupreanum,tooth,Y
KEL312,1,M,Eidolon_dupreanum,tooth,Y
KEL313,8,F,Eidolon_dupreanum,tooth,Y
KEL317,1,M,Eidolon_dupreanum,tooth,Y
KEL326,2,F,Eidolon_dupreanum,tooth,Y
KEL327,0.430136986,F,Eidolon_dupreanum,juvenile,Y
KEL328,6,F,Eidolon_dupreanum,tooth,Y
KEL333,9,F,Eidolon_dupreanum,tooth,Y
KEL336,6,F,Eidolon_dupreanum,tooth,Y
KEL339,1,F,Eidolon_dupreanum,tooth,Y
KEL340,1,F,Eidolon_dupreanum,tooth,Y
KEL345,9,M,Eidolon_dupreanum,tooth,Y
KEL348,10,M,Eidolon_dupreanum,tooth,Y
KEL354,1,M,Eidolon_dupreanum,tooth,Y
KEL361,3,M,Eidolon_dupreanum,tooth,Y
KEL363,0.635616438,F,Eidolon_dupreanum,juvenile,Y
KEL366,8,M,Eidolon_dupreanum,tooth,Y
KEL367,2,M,Eidolon_dupreanum,tooth,Y
KEL368,3,M,Eidolon_dupreanum,tooth,Y
KEL369,2,M,Eidolon_dupreanum,tooth,Y
KEL370,10,F,Eidolon_dupreanum,tooth,Y
KEL378,0.84109589,M,Eidolon_dupreanum,juvenile,Y
KEL380,1,M,Eidolon_dupreanum,tooth,Y
KEL389,1,M,Eidolon_dupreanum,tooth,Y
KEL402,0.997260274,F,Eidolon_dupreanum,juvenile,Y
KEL403,2,M,Eidolon_dupreanum,tooth,Y
KEL404,2,M,Eidolon_dupreanum,tooth,Y
KEL414,0.997260274,M,Eidolon_dupreanum,juvenile,Y
KEL415,1,F,Eidolon_dupreanum,tooth,Y
KEL416,0.997260274,M,Eidolon_dupreanum,juvenile,Y
KEL421,0.997260274,M,Eidolon_dupreanum,juvenile,Y
KEL422,0.997260274,M,Eidolon_dupreanum,juvenile,Y
KEL430,1,M,Eidolon_dupreanum,tooth,Y
KEL432,1,M,Eidolon_dupreanum,tooth,Y
KEL435,0.065753425,M,Eidolon_dupreanum,juvenile,Y
KEL437,1,M,Eidolon_dupreanum,tooth,Y
KEL440,5,F,Eidolon_dupreanum,tooth,Y
KEL442,4,M,Eidolon_dupreanum,tooth,Y
KEL457,0.210958904,M,Eidolon_dupreanum,juvenile,Y
KEL460B,0.315068493,F,Eidolon_dupreanum,juvenile,Y
KEL461B,0.315068493,M,Eidolon_dupreanum,juvenile,Y
KEL462,0.210958904,F,Eidolon_dupreanum,juvenile,Y
KEL462B,1,F,Eidolon_dupreanum,tooth,Y
KEL463B,0.315068493,F,Eidolon_dupreanum,juvenile,Y
KEL464B,6,F,Eidolon_dupreanum,tooth,Y
KEL467B,0.315068493,F,Eidolon_dupreanum,juvenile,Y
KEL468B,0.315068493,F,Eidolon_dupreanum,juvenile,Y
KEL469,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL470,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL471,1,F,Eidolon_dupreanum,tooth,Y
KEL472,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL473,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL475,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL476,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL477,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL478,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL479,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL480,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL484,0.312328767,F,Eidolon_dupreanum,juvenile,Y
KEL485,0.315068493,M,Eidolon_dupreanum,juvenile,Y
KEL486,2,M,Eidolon_dupreanum,tooth,Y
MIZ160,0.18630137,F,Rousettus_madagascariensis,juvenile,Y
MIZ304,0.065753425,M,Rousettus_madagascariensis,juvenile,Y
MIZ305,0.065753425,M,Rousettus_madagascariensis,juvenile,Y
MIZ306,0.065753425,M,Rousettus_madagascariensis,juvenile,Y
MIZ307,0.065753425,F,Rousettus_madagascariensis,juvenile,Y
MIZ310,0.071232877,F,Rousettus_madagascariensis,juvenile,Y
MIZ311,0.071232877,F,Rousettus_madagascariensis,juvenile,Y
MIZ312,0.071232877,M,Rousettus_madagascariensis,juvenile,Y
MIZ313,0.071232877,M,Rousettus_madagascariensis,juvenile,Y
MIZ324,0.073972603,F,Rousettus_madagascariensis,juvenile,Y
MIZ325,0.073972603,M,Rousettus_madagascariensis,juvenile,Y
MIZ326,0.073972603,M,Rousettus_madagascariensis,juvenile,Y
MIZ327,0.073972603,M,Rousettus_madagascariensis,juvenile,Y
MIZ328,0.073972603,F,Rousettus_madagascariensis,juvenile,Y
MIZ335,0.076712329,F,Rousettus_madagascariensis,juvenile,Y
MIZ336,0.076712329,M,Rousettus_madagascariensis,juvenile,Y
MIZ343,0.134246575,F,Rousettus_madagascariensis,juvenile,Y
MIZ382,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ383,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ386,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ389,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ390,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ391,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ392,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ394,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ395,0.2,M,Rousettus_madagascariensis,juvenile,Y
MIZ399,0.2,F,Rousettus_madagascariensis,juvenile,Y
MIZ402,0.2,M,Rousettus_madagascariensis,juvenile,Y
MIZ427,0.323287671,M,Rousettus_madagascariensis,juvenile,Y
MIZ430,0.435616438,F,Rousettus_madagascariensis,juvenile,Y
MIZ437,0.435616438,F,Rousettus_madagascariensis,juvenile,Y
MIZ448,0.438356164,F,Rousettus_madagascariensis,juvenile,Y
MIZ456,0.553424658,M,Rousettus_madagascariensis,juvenile,Y
MIZ458,0.553424658,F,Rousettus_madagascariensis,juvenile,Y
MIZ461,0.553424658,F,Rousettus_madagascariensis,juvenile,Y
MIZ462,0.553424658,F,Rousettus_madagascariensis,juvenile,Y
MIZ463,0.553424658,F,Rousettus_madagascariensis,juvenile,Y
MIZ469,0.690410959,M,Rousettus_madagascariensis,juvenile,Y
MIZ471,0.690410959,M,Rousettus_madagascariensis,juvenile,Y
MIZ472,0.690410959,F,Rousettus_madagascariensis,juvenile,Y
MIZ504,0.764383562,F,Rousettus_madagascariensis,juvenile,Y
MIZ512,0.767123288,F,Rousettus_madagascariensis,juvenile,Y
MIZ523,0.838356164,F,Rousettus_madagascariensis,juvenile,Y
MIZ525,0.838356164,M,Rousettus_madagascariensis,juvenile,Y
MIZ533,0.838356164,F,Rousettus_madagascariensis,juvenile,Y
MIZ546,0.917808219,F,Rousettus_madagascariensis,juvenile,Y
MIZ547,0.84109589,F,Rousettus_madagascariensis,juvenile,Y
MIZ612,0.134246575,F,Rousettus_madagascariensis,juvenile,Y
MIZ613,0.134246575,F,Rousettus_madagascariensis,juvenile,Y
MIZ643,0.24109589,F,Rousettus_madagascariensis,juvenile,Y
MIZ646,0.24109589,F,Rousettus_madagascariensis,juvenile,Y
ROU103,0.652054795,M,Rousettus_madagascariensis,juvenile,Y
ROU104,0.654794521,M,Rousettus_madagascariensis,juvenile,Y
ROU111,0.654794521,M,Rousettus_madagascariensis,juvenile,Y
ROU113,0.660273973,F,Rousettus_madagascariensis,juvenile,Y
ROU119,0.78630137,F,Rousettus_madagascariensis,juvenile,Y
ROU132,0.794520548,F,Rousettus_madagascariensis,juvenile,Y
ROU134,0.794520548,M,Rousettus_madagascariensis,juvenile,Y
ROU136,0.794520548,M,Rousettus_madagascariensis,juvenile,Y
ROU137,0.794520548,F,Rousettus_madagascariensis,juvenile,Y
ROU139,0.794520548,F,Rousettus_madagascariensis,juvenile,Y
ROU140,0.794520548,F,Rousettus_madagascariensis,juvenile,Y
ROU141,0.794520548,F,Rousettus_madagascariensis,juvenile,Y
ROU146,0.901369863,F,Rousettus_madagascariensis,juvenile,Y
ROU154,0.901369863,F,Rousettus_madagascariensis,juvenile,Y
ROU162,0.904109589,M,Rousettus_madagascariensis,juvenile,Y
ROU195,0.964383562,F,Rousettus_madagascariensis,juvenile,Y
ROU95,0.652054795,M,Rousettus_madagascariensis,juvenile,Y
RTC007,0.893150685,M,Rousettus_madagascariensis,juvenile,Y
RTC009,0.893150685,M,Rousettus_madagascariensis,juvenile,Y
RTC012,0.895890411,F,Rousettus_madagascariensis,juvenile,Y
WAY005,0.871232877,M,Eidolon_dupreanum,juvenile,Y
WAY009,0.871232877,F,Eidolon_dupreanum,juvenile,Y
WAY010,0.871232877,F,Eidolon_dupreanum,juvenile,Y
WAY011,0.871232877,M,Eidolon_dupreanum,juvenile,Y
WAY015,0.873972603,M,Eidolon_dupreanum,juvenile,Y
WAY022,0.873972603,F,Eidolon_dupreanum,juvenile,Y
WAY024,0.873972603,M,Eidolon_dupreanum,juvenile,Y
WAY025,13.66666667,F,Eidolon_dupreanum,tooth,Y
WAY031,4,M,Eidolon_dupreanum,tooth,Y
WAY032,0.956164384,F,Eidolon_dupreanum,juvenile,Y
WAY033,0.956164384,M,Eidolon_dupreanum,juvenile,Y
WAY034,0.956164384,F,Eidolon_dupreanum,juvenile,Y
WAY035,0.956164384,M,Eidolon_dupreanum,juvenile,Y
WAY036,0.956164384,F,Eidolon_dupreanum,juvenile,Y
WAY037,0.956164384,F,Eidolon_dupreanum,juvenile,Y
WAY038,0.956164384,F,Eidolon_dupreanum,juvenile,Y
WAY039,4,M,Eidolon_dupreanum,tooth,Y
WAY043,1,M,Eidolon_dupreanum,tooth,Y
WAY044,0.95890411,F,Eidolon_dupreanum,juvenile,Y
WAY045,0.95890411,M,Eidolon_dupreanum,juvenile,Y
WAY046,0.95890411,F,Eidolon_dupreanum,juvenile,Y
WAY047,2,M,Eidolon_dupreanum,tooth,Y
WAY048,2,M,Eidolon_dupreanum,tooth,Y
WAY049,9,F,Eidolon_dupreanum,tooth,Y
WAY052,0.961643836,M,Eidolon_dupreanum,juvenile,Y
WAY053,0.961643836,M,Eidolon_dupreanum,juvenile,Y
WAY054,5,F,Eidolon_dupreanum,tooth,Y
WAY072,0.030136986,M,Eidolon_dupreanum,juvenile,Y
WAY073,0.030136986,F,Eidolon_dupreanum,juvenile,Y
WAY081,0.032876712,F,Eidolon_dupreanum,juvenile,Y
WAY083,0.032876712,F,Eidolon_dupreanum,juvenile,Y
AMB1,2,M,Pteropus_rufus,tooth,N
AMB10,0.128767123,M,Pteropus_rufus,juvenile,N
AMB100,3,F,Pteropus_rufus,tooth,N
AMB101,0.301369863,F,Pteropus_rufus,juvenile,N
AMB102,0.301369863,F,Pteropus_rufus,juvenile,N
AMB104,0.301369863,F,Pteropus_rufus,juvenile,N
AMB106,2,M,Pteropus_rufus,tooth,N
AMB107,2,F,Pteropus_rufus,tooth,N
AMB109,0.304109589,F,Pteropus_rufus,juvenile,N
AMB110,1,F,Pteropus_rufus,tooth,N
AMB111,3,F,Pteropus_rufus,tooth,N
AMB112,2,F,Pteropus_rufus,tooth,N
AMB113,2,F,Pteropus_rufus,tooth,N
AMB115,0.306849315,F,Pteropus_rufus,juvenile,N
AMB116,2,M,Pteropus_rufus,tooth,N
AMB117,2,M,Pteropus_rufus,tooth,N
AMB118,1,F,Pteropus_rufus,tooth,N
AMB119,1,F,Pteropus_rufus,tooth,N
AMB12,0.128767123,M,Pteropus_rufus,juvenile,N
AMB120,3,F,Pteropus_rufus,tooth,N
AMB121,0.309589041,F,Pteropus_rufus,juvenile,N
AMB122,4,M,Pteropus_rufus,tooth,N
AMB123,1,M,Pteropus_rufus,tooth,N
AMB124,0.4,F,Pteropus_rufus,juvenile,N
AMB125,2,M,Pteropus_rufus,tooth,N
AMB126,3,M,Pteropus_rufus,tooth,N
AMB127,0.402739726,F,Pteropus_rufus,juvenile,N
AMB128,0.405479452,F,Pteropus_rufus,juvenile,N
AMB129,1,F,Pteropus_rufus,tooth,N
AMB130,3,F,Pteropus_rufus,tooth,N
AMB131,2,F,Pteropus_rufus,tooth,N
AMB132,3,M,Pteropus_rufus,tooth,N
AMB133,0.41369863,M,Pteropus_rufus,juvenile,N
AMB134,2,M,Pteropus_rufus,tooth,N
AMB136,2,M,Pteropus_rufus,tooth,N
AMB137,0.416438356,F,Pteropus_rufus,juvenile,N
AMB138,4,M,Pteropus_rufus,tooth,N
AMB14,0.134246575,F,Pteropus_rufus,juvenile,N
AMB140,0.542465753,F,Pteropus_rufus,juvenile,N
AMB141,1,M,Pteropus_rufus,tooth,N
AMB142,0.545205479,M,Pteropus_rufus,juvenile,N
AMB143,3,M,Pteropus_rufus,tooth,N
AMB144,0.545205479,M,Pteropus_rufus,juvenile,N
AMB146,0.550684932,M,Pteropus_rufus,juvenile,N
AMB148,2,F,Pteropus_rufus,tooth,N
AMB149,1,F,Pteropus_rufus,tooth,N
AMB15,0.134246575,M,Pteropus_rufus,juvenile,N
AMB150,2,M,Pteropus_rufus,tooth,N
AMB151,2,M,Pteropus_rufus,tooth,N
AMB152,1,M,Pteropus_rufus,tooth,N
AMB153,0.852054795,M,Pteropus_rufus,juvenile,N
AMB154,0.852054795,F,Pteropus_rufus,juvenile,N
AMB155,1,F,Pteropus_rufus,tooth,N
AMB156,3,F,Pteropus_rufus,tooth,N
AMB157,3,M,Pteropus_rufus,tooth,N
AMB161,0.37260274,F,Pteropus_rufus,juvenile,N
AMB162,2,M,Pteropus_rufus,tooth,N
AMB163,5,F,Pteropus_rufus,tooth,N
AMB164,3,M,Pteropus_rufus,tooth,N
AMB170,0.487671233,M,Pteropus_rufus,juvenile,N
AMB18,0.134246575,M,Pteropus_rufus,juvenile,N
AMB19,3,M,Pteropus_rufus,tooth,N
AMB2,1,M,Pteropus_rufus,tooth,N
AMB35,3,M,Pteropus_rufus,tooth,N
AMB36,9,F,Pteropus_rufus,tooth,N
AMB37,4.6,M,Pteropus_rufus,tooth,N
AMB38,3,M,Pteropus_rufus,tooth,N
AMB39,3,M,Pteropus_rufus,tooth,N
AMB4,0.126027397,M,Pteropus_rufus,juvenile,N
AMB41,0.180821918,F,Pteropus_rufus,juvenile,N
AMB44,0.183561644,M,Pteropus_rufus,juvenile,N
AMB45,6,F,Pteropus_rufus,tooth,N
AMB46,2,M,Pteropus_rufus,tooth,N
AMB47,2,M,Pteropus_rufus,tooth,N
AMB49,0.18630137,M,Pteropus_rufus,juvenile,N
AMB5,0.126027397,M,Pteropus_rufus,juvenile,N
AMB51,0.18630137,F,Pteropus_rufus,juvenile,N
AMB52,5,M,Pteropus_rufus,tooth,N
AMB53,0.189041096,F,Pteropus_rufus,juvenile,N
AMB56,0.189041096,F,Pteropus_rufus,juvenile,N
AMB58,0.191780822,F,Pteropus_rufus,juvenile,N
AMB60,0.191780822,F,Pteropus_rufus,juvenile,N
AMB61,2,M,Pteropus_rufus,tooth,N
AMB62,1,M,Pteropus_rufus,tooth,N
AMB63,0.463013699,M,Pteropus_rufus,juvenile,N
AMB64,3,M,Pteropus_rufus,tooth,N
AMB65,1,F,Pteropus_rufus,tooth,N
AMB66,3,M,Pteropus_rufus,tooth,N
AMB67,3,F,Pteropus_rufus,tooth,N
AMB7,0.126027397,M,Pteropus_rufus,juvenile,N
AMB71,0.468493151,M,Pteropus_rufus,juvenile,N
AMB72,2,M,Pteropus_rufus,tooth,N
AMB73,0.471232877,M,Pteropus_rufus,juvenile,N
AMB74,0.471232877,M,Pteropus_rufus,juvenile,N
AMB77,0.473972603,M,Pteropus_rufus,juvenile,N
AMB78,3,M,Pteropus_rufus,tooth,N
AMB79,1,M,Pteropus_rufus,tooth,N
AMB80,2,M,Pteropus_rufus,tooth,N
AMB81,1,M,Pteropus_rufus,tooth,N
AMB82,1,M,Pteropus_rufus,tooth,N
AMB83,4,M,Pteropus_rufus,tooth,N
AMB84,1,M,Pteropus_rufus,tooth,N
AMB85,2,F,Pteropus_rufus,tooth,N
AMB86,2,M,Pteropus_rufus,tooth,N
AMB87,1,F,Pteropus_rufus,tooth,N
AMB88,1,F,Pteropus_rufus,tooth,N
AMB89,3,M,Pteropus_rufus,tooth,N
AMB90,6,M,Pteropus_rufus,tooth,N
AMB91,1,F,Pteropus_rufus,tooth,N
AMB92,3,F,Pteropus_rufus,tooth,N
AMB93,1,F,Pteropus_rufus,tooth,N
AMB95,0.298630137,M,Pteropus_rufus,juvenile,N
AMB97,0.298630137,F,Pteropus_rufus,juvenile,N
AMB99,0.301369863,M,Pteropus_rufus,juvenile,N
ANA001,0.852054795,M,Pteropus_rufus,juvenile,N
ANA002,0.857534247,M,Pteropus_rufus,juvenile,N
ANA003,0.857534247,M,Pteropus_rufus,juvenile,N
ANA004,0.857534247,M,Pteropus_rufus,juvenile,N
ANA005,0.860273973,M,Pteropus_rufus,juvenile,N
ANA006,0.863013699,F,Pteropus_rufus,juvenile,N
ANA014,0.043835616,F,Pteropus_rufus,juvenile,N
ANA016,0.043835616,F,Pteropus_rufus,juvenile,N
ANA020,0.046575342,F,Pteropus_rufus,juvenile,N
ANA027,0.164383562,F,Pteropus_rufus,juvenile,N
ANA029,0.164383562,M,Pteropus_rufus,juvenile,N
ANA031,0.164383562,M,Pteropus_rufus,juvenile,N
ANA034,0.167123288,F,Pteropus_rufus,juvenile,N
ANA036,0.167123288,M,Pteropus_rufus,juvenile,N
ANA039,0.169863014,F,Pteropus_rufus,juvenile,N
ANA041,0.169863014,F,Pteropus_rufus,juvenile,N
ANA043,0.169863014,F,Pteropus_rufus,juvenile,N
ANA045,0.169863014,F,Pteropus_rufus,juvenile,N
ANA051,0.17260274,F,Pteropus_rufus,juvenile,N
ANA057,0.334246575,M,Pteropus_rufus,juvenile,N
ANA059,0.334246575,F,Pteropus_rufus,juvenile,N
ANA061,0.334246575,F,Pteropus_rufus,juvenile,N
ANA062,0.334246575,F,Pteropus_rufus,juvenile,N
ANA063,0.334246575,M,Pteropus_rufus,juvenile,N
ANA064,0.334246575,M,Pteropus_rufus,juvenile,N
ANA065,0.334246575,M,Pteropus_rufus,juvenile,N
ANA068,0.336986301,M,Pteropus_rufus,juvenile,N
ANA069,0.336986301,F,Pteropus_rufus,juvenile,N
ANA070,0.336986301,M,Pteropus_rufus,juvenile,N
ANA071,0.339726027,M,Pteropus_rufus,juvenile,N
ANA072,0.339726027,M,Pteropus_rufus,juvenile,N
ANA073,0.339726027,M,Pteropus_rufus,juvenile,N
ANA074,0.339726027,F,Pteropus_rufus,juvenile,N
ANA077,0.342465753,M,Pteropus_rufus,juvenile,N
ANA079,0.342465753,F,Pteropus_rufus,juvenile,N
ANA083,0.342465753,F,Pteropus_rufus,juvenile,N
ANA084,0.487671233,F,Pteropus_rufus,juvenile,N
ANA090,0.493150685,F,Pteropus_rufus,juvenile,N
ANA092,0.495890411,F,Pteropus_rufus,juvenile,N
ANA098,0.498630137,F,Pteropus_rufus,juvenile,N
ANA100,0.501369863,M,Pteropus_rufus,juvenile,N
ANA101,0.504109589,M,Pteropus_rufus,juvenile,N
ANA102,0.504109589,M,Pteropus_rufus,juvenile,N
ANA103,0.504109589,F,Pteropus_rufus,juvenile,N
ANA104,0.504109589,M,Pteropus_rufus,juvenile,N
ANA105,0.506849315,F,Pteropus_rufus,juvenile,N
ANA106,0.506849315,F,Pteropus_rufus,juvenile,N
AND1,2,M,Eidolon_dupreanum,tooth,N
AND14,5,F,Eidolon_dupreanum,tooth,N
AND2,2.5,M,Eidolon_dupreanum,tooth,N
AND20,6,F,Eidolon_dupreanum,tooth,N
AND26,0.906849315,M,Eidolon_dupreanum,juvenile,N
AND28,3,F,Eidolon_dupreanum,tooth,N
AND29,8,M,Eidolon_dupreanum,tooth,N
AND3,4,M,Eidolon_dupreanum,tooth,N
AND30,4,M,Eidolon_dupreanum,tooth,N
AND31,10,M,Eidolon_dupreanum,tooth,N
AND32,8,M,Eidolon_dupreanum,tooth,N
AND33,3,M,Eidolon_dupreanum,tooth,N
AND34,10,M,Eidolon_dupreanum,tooth,N
AND35,3,M,Eidolon_dupreanum,tooth,N
AND36,6,M,Eidolon_dupreanum,tooth,N
AND37,3,M,Eidolon_dupreanum,tooth,N
AND38,13,M,Eidolon_dupreanum,tooth,N
AND4,4.5,M,Eidolon_dupreanum,tooth,N
AND40,7,M,Eidolon_dupreanum,tooth,N
AND43,6,M,Eidolon_dupreanum,tooth,N
ANDH1,0.37260274,M,Eidolon_dupreanum,juvenile,N
ANDH2,2,M,Eidolon_dupreanum,tooth,N
ANG130,2,F,Eidolon_dupreanum,tooth,N
ANGB10,0.5,F,Eidolon_dupreanum,tooth,N
ANGB109,0.597260274,F,Eidolon_dupreanum,juvenile,N
ANGB11,2,F,Eidolon_dupreanum,tooth,N
ANGB111,1,M,Eidolon_dupreanum,tooth,N
ANGB112,2,M,Eidolon_dupreanum,tooth,N
ANGB117,1,F,Eidolon_dupreanum,tooth,N
ANGB12,0.016438356,F,Eidolon_dupreanum,juvenile,N
ANGB13,0.016438356,M,Eidolon_dupreanum,juvenile,N
ANGB135,3,F,Eidolon_dupreanum,tooth,N
ANGB142,1,M,Eidolon_dupreanum,tooth,N
ANGB143,3,F,Eidolon_dupreanum,tooth,N
ANGB146,0.690410959,M,Eidolon_dupreanum,juvenile,N
ANGB147,5,F,Eidolon_dupreanum,tooth,N
ANGB15,0.019178082,F,Eidolon_dupreanum,juvenile,N
ANGB156,3,M,Eidolon_dupreanum,tooth,N
ANGB157,8,M,Eidolon_dupreanum,tooth,N
ANGB158,8,F,Eidolon_dupreanum,tooth,N
ANGB159,5,F,Eidolon_dupreanum,tooth,N
ANGB160,2,M,Eidolon_dupreanum,tooth,N
ANGB161,2,M,Eidolon_dupreanum,tooth,N
ANGB162,4,M,Eidolon_dupreanum,tooth,N
ANGB17,0.019178082,M,Eidolon_dupreanum,juvenile,N
