"barcode_id","sampleid","roost_site","latitude_s","longitude_e","researchers_present","sampling_session","net_date","net_open_time","net_close_time","exit_count","capture_time","processing_date","processing_time_start","processing_time_end","weather","bat_species","duplicated_sampleid","recap","bat_sex","bat_age_class","young_of_year","pupmom_pair","pup_or_mom","sampleid_pupmom_pair","fed_bananas_before","bat_weight_g","body_length_cm","bat_forearm_mm","bat_tibia_mm","ear_length_mm","gonad_length_mm","gonad_width_mm","hair_y_n","wing_punch","bat_flies","meglastreblidae","fleas","mites","ticks","t_star","urine_vial","feces_vial","throat_vial","eppendorf_vol_ul","serum_aliquots_num","rbc_aliquots_num","buffy_coat_aliquots_num","rna_protect_vol_ul","slides_thin_num","slides_thick_num","filter_y_n","toothwear","temperature_f","notes","check_notes_y_n","performed_necropsy","spleen_rna_preserve","liver_rna_preserve","kidney_rna_preserve","brain_rna_preserve","spleen_plain","liver_plain","kidney_plain","brain_plain","liver_aluminum","kidney_aluminum","gonads_aluminum","brain_aluminum","intestines_aluminum","teeth_num","tooth_type","predicted_mass_g","mass_forearm_residual","recap_new","match"
"956000005671203","KEL285","Angavokely_Edup",-18.9327,47.7578,"CB, AA, FR, AG, KR",60,NA,NA,NA,NA,NA,2019-02-05,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",210,"26",132.13,64.22,30.66,"15.26","14.96","yes","1","2",NA,NA,NA,NA,NA,1,1,1,300,NA,NA,NA,200,2,"1","yes","heavy","104.5 (21:26)","Banded today as # 897, PIT tagged on the next capture 2/2/20 as KEL442, Band removed on 9/30/22 as KEL648",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.7942804966,-117.7942804966,"yes",1
"956000005675385","KEL369","Angavokely_Edup",-18.9327,47.7578,"AG, FR, SA, SK, KF, AA, SG",78,NA,NA,NA,NA,NA,2019-09-20,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",381,"24",132.7,63.9,32.4,"17.9","9.6","yes","1","0","0","0","0",0,NA,1,1,1,500,NA,NA,NA,250,2,"1","yes","mild","97.9 (14:15), 97.1 (14:26), 97.7 (14:33), 97.7 (14:33), 97.5 (14:44)","bat snored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.533478805707,51.4665211942934,"yes",1
"956000005675602","MIZ568","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-14,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",67,"12.4",74.4,35,12.5,"5.5","4.6","yes","1","3","2","0","55",0,NA,1,1,1,450,NA,NA,NA,100,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1466852093464,-2.14668520934643,"yes",1
"956000005675602","MIZ576","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",78,"11.94",76.1,36.5,12.5,"8.6","6.4","yes","1","3","0","0","8",0,NA,1,1,1,500,NA,NA,NA,70,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.507777712344,6.49222228765605,"yes",1
"956000005675774","MIZ527","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF",81,NA,NA,NA,NA,NA,2019-10-15,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",67,"11.59",71.4,44.1,11.5,"11.7","8.7","yes","1","4","0","0","2",0,NA,0,1,1,400,NA,NA,NA,60,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.0438788548753,1.95612114512468,"yes",1
"956000005675799","MIZ547","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF",81,NA,NA,NA,NA,NA,2019-10-16,NA,NA,NA,"Rousettus madagascariensis","y","yes","female","J","yes","no",NA,NA,"unknown",47,"9.87",66.2,30.9,10,"small","small","yes","1","3","3","0","3",0,NA,0,1,1,600,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.0877888448232,12.9122111551768,"yes",1
"956000005676049","KEL123","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR",31,NA,NA,NA,NA,NA,2015-06-24,NA,NA,NA,"Eidolon dupreanum","","yes","male","A",NA,NA,NA,NA,"unknown",360,"21.2",131.1,71.7,29.25,"16.25","24","yes",NA,"1",NA,"4","1",NA,NA,0,2,2,500,NA,NA,NA,NA,2,"2","yes","mild","97.7 (9:44); 96.8 (9:53); 94.9 (10:01); cold (10:11); HEAT WARMERS","Fed sugar water and release at dusk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005676049","KEL425","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",89,NA,NA,NA,NA,NA,2019-12-11,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",350,"21.4",130.9,63.5,26.9,"14.1","10.9","yes","1","0","0","0","0",0,NA,1,1,1,500,NA,NA,NA,100,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.04714013726,25.9528598627405,"yes",1
"956000005676055","MIZ490","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF, AA, SG",77,NA,NA,NA,NA,NA,2019-09-18,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",60,"11.59",71.2,33.5,10.2,"12.4","9.5","yes","1","2","0","5","4",0,NA,0,1,1,400,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7732889153589,-4.77328891535892,"yes",1
"956000005676055","MIZ560","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-14,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65,"11.4",70.3,33.1,12.3,"11.6","9.9","yes","1","17","1","0","10",0,NA,0,1,1,450,NA,NA,NA,50,2,"1","yes","new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5602117669057,1.43978823309427,"yes",1
"956000005676066","MIZ641","Maromizaha_Rmad",-18.9623,48.4525,"AG, SA, FR",93,NA,NA,NA,NA,NA,2020-03-09,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",75,"11.3",70,31,12,"6","7","yes","1","13","0","3","2",0,NA,0,1,1,500,NA,NA,NA,40,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.157522945332,11.842477054668,"yes",1
"956000005676066","MIZ573","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",78,"11.52",68.9,33.4,10.6,"6.2","6.2","yes","1","4","0","0","9",0,NA,1,1,1,700,NA,NA,NA,60,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6881824008079,16.3118175991921,"yes",1
"956000005676149","MIZ549","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-13,NA,NA,NA,"Rousettus madagascariensis","y","yes","male","A","no","no",NA,NA,"unknown",75,"11.38",69.8,34.4,10.7,"12.5","7.1","yes","1","10","0","2","4",0,NA,0,1,1,500,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4879331009031,27.5120668990969,"yes",1
"956000005676149","MIZ549","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-13,NA,NA,NA,"Rousettus madagascariensis","y","yes","male","A","no","no",NA,NA,"unknown",75,"11.38",69.8,34.4,10.7,"12.5","7.1","yes","1","10","0","2","4",0,NA,0,1,1,500,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8895292671248,12.1104707328752,"yes",1
"956000005676667","MIZ559","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-13,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65,"12.08",69.8,31.3,11.6,"8.3","7.7","yes","1","2","3","0","21",0,NA,0,1,1,500,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8895292671248,2.11047073287524,"yes",1
"956000005676667","MIZ638","Maromizaha_Rmad",-18.9623,48.4525,"AG, SA, FR",93,NA,NA,NA,NA,NA,2020-03-09,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",70,"11.2",63,32,10,"12","9","yes","1","10","0","0","2",0,NA,1,1,1,400,NA,NA,NA,50,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0034540310195,15.9965459689805,"yes",1
"956000005676667","MIZ592","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-11,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",69,"12.26",69.6,32.2,10.6,"9.6","6.8","yes","1","1","0","0","8",0,NA,0,1,1,300,NA,NA,NA,50,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6219086569328,6.37809134306725,"yes",1
"956000005676889","KEL465","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,2020-02-02,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",330,"20.2",126,60,23,"7","5","yes","1","0","0","0","0",0,NA,1,1,1,700,NA,NA,NA,300,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.367744134337,30.6322558656632,"yes",1
"956000005676889","KEL409","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,2019-11-16,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",290,"22.3",115.6,60.9,29,"11","9.1","yes","1","0","0","0","0",0,NA,1,1,1,500,NA,NA,NA,200,2,"1","yes","mild","97.3(10;10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.135413836105,21.8645861638952,"yes",1
"956000005678216","MIZ578","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",NA,"11.81",72.6,35.5,14.1,"9.6","9.7","yes","1","15","0","1","18",0,NA,1,1,1,450,NA,NA,NA,100,2,"1","yes","moderate",NA,"data not entered where NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005678216","MIZ634","Maromizaha_Rmad",-18.9623,48.4525,"AG, SA, FR",93,NA,NA,NA,NA,NA,2020-03-09,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",70,"11.45",72.2,35,10.5,"9.5","9","yes","1","4","2","0","0",0,NA,0,1,1,350,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1299208151055,3.87007918489452,"yes",1
"956000005678383","KEL403","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,2019-11-16,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",323,"22.3",125.5,61.3,25.7,"15.9","9.4","yes","1","0","0","0","0",0,NA,1,1,1,500,NA,NA,NA,200,2,"1","yes","mild","99.2 (8:17), 97.1(6:30), 95.1(6:41), low(6:50), low(6:58), low(7:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.692505560988,15.3074944390124,"yes",1
"956000005679882","KEL420","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,2019-11-16,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",266,"22.2",126.3,59.4,29.8,"receded","receded","yes","1","0","0","0","0",0,NA,0,1,1,500,NA,NA,NA,200,2,"1","yes","moderate","102.0(12:09)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.10540793362,-44.1054079336198,"yes",1
"956000005680473","KEL404","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",86,NA,NA,NA,NA,NA,2019-11-16,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",285,"21",128.8,59.4,23.5,"11.3","12","yes","1","0","0","0","0",0,NA,0,1,1,500,NA,NA,NA,200,2,"1","yes","mild","99.5(8:31)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.668255266765,-32.668255266765,"yes",1
"956000005680473","KEL248","Angavokely_Edup",-18.9327,47.7578,"CB, SG, MA, T, ",56,NA,NA,NA,NA,NA,2019-01-06,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",135,"13.04",131.5,62.1,26.6,"16.8","16.5","yes","1","4",NA,NA,NA,NA,NA,1,1,1,400,NA,NA,NA,200,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.874009538597,-190.874009538597,"yes",1
"956000005680473","KEL371","Angavokely_Edup",-18.9327,47.7578,"AG, FR, SA, SK, KF, AA, SG",78,NA,NA,NA,NA,NA,2019-09-20,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",337,"22.9",129.7,59.3,25.2,"7.1","7.3","yes","1","0","0","0","0",0,NA,1,1,1,450,NA,NA,NA,200,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.399165560661,16.6008344393395,"yes",1
"956000005681437","AND9","Ankarana_Canyon_Edup",-12.9435,49.0555,"CB, CR, YL",9,NA,NA,NA,NA,NA,2014-08-02,NA,NA,NA,"Eidolon dupreanum","","yes","male","A",NA,NA,NA,NA,"unknown",350,"19.5",131.3,65.8,26.6,NA,NA,"yes","0","0",NA,"0","5",NA,NA,2,2,2,500,NA,NA,NA,NA,3,"1","yes","moderate","100.5 (9:18)","Kept overnight, fed sugar water thoughtout storage period.",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005681437","AND39","Ankarana_Canyon_Edup",-12.9435,49.0555,"CB, CR, Ama, Maddie",23,NA,NA,NA,NA,NA,2015-03-30,NA,NA,NA,"Eidolon dupreanum","","yes","male","A",NA,NA,NA,NA,"unknown",350,"23.5",130,65.5,29.8,"12.3","13.9","yes",NA,"1",NA,"0","9",NA,NA,0,2,2,1000,NA,NA,NA,NA,2,"2","yes","moderate","104.1 (10:57); WATER; 101 (11:05)","Fed sugar water x2 and released at dusk day after capture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005681437","AND44","Ankarana_Canyon_Edup",-12.9435,49.0555,"SG, AA",80,NA,NA,NA,NA,NA,2019-09-26,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",365,"23.5",136.8,66,25,"11.9","12.8","yes","1","4","0","0","2",0,NA,1,1,1,NA,NA,NA,NA,NA,2,"1","yes","moderate",NA,"blood was taken but no amounts were recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.093662660074,22.9063373399264,"yes",1
"956000005684179","KEL286","Angavokely_Edup",-18.9327,47.7578,"CB, AA, FR, AG, KR",60,NA,NA,NA,NA,NA,2019-02-05,NA,NA,NA,"Eidolon dupreanum","","yes","female","J","yes","no",NA,NA,"unknown",195,"19.8",117.12,53.02,25.71,"small","small","yes","1","2",NA,NA,"1",NA,NA,0,1,1,400,NA,NA,NA,200,2,"1","yes","new","98.4 (22:22)","ring number 867, pit tagged on 11/20/2022, replaced barcode_id, sample_id KEL685",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005684443","KEL430","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",89,NA,NA,NA,NA,NA,2019-12-11,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",370,"21",127.9,63.7,27.7,"17.1","21.3","yes","1","0","0","0","0",0,NA,1,1,1,600,NA,NA,NA,250,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.941717209467,55.0582827905328,"yes",1
"956000005684443","KEL381","Angavokely_Edup",-18.9327,47.7578,"AG, FR, SA, SK, KF, AA, SG",78,NA,NA,NA,NA,NA,2019-09-20,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",350,"21",126.9,63,26,"8.7","9.3","yes","1","0","0","0","0",0,NA,0,1,1,500,NA,NA,NA,200,2,"1","yes",NA,"9.9 (16:36)","tooth nottaken stopped breathing but was revitalized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.917387237871,38.0826127621289,"yes",1
"956000005684532","MIZ556","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-13,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",70,"12.08",72.4,34.5,11.3,"9.5","6.8","yes","1","6","0","0","22",0,NA,0,1,1,450,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4023492243193,3.59765077568072,"yes",1
"956000005684532","MIZ600","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",50,"12.3",71,34,13,"10","6.8","yes","1","2","3","0","7",0,NA,0,1,1,350,NA,NA,NA,50,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5030682564241,-14.5030682564241,"yes",1
"956000005685313","MIZ639","Maromizaha_Rmad",-18.9623,48.4525,"AG, SA, FR",93,NA,NA,NA,NA,NA,2020-03-09,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65,"12.3",74,32,12,"9","7","yes","1","10","1","0","10",0,NA,0,1,1,300,NA,NA,NA,40,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.594913628028,-3.59491362802797,"yes",1
"956000005685313","MIZ621","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",70,"11",70,33,11.5,"9","6","yes","1","10","0","0","11",0,NA,0,1,1,400,NA,NA,NA,80,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.157522945332,6.84247705466797,"yes",1
"956000005685865","MIZ593","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-11,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",62,"12.82",71.1,33.5,12.2,"9.6","6.7","yes","1","1","0","0","1",0,NA,0,1,1,350,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6381323924889,-2.63813239248886,"yes",1
"956000005685865","MIZ450","Maromizaha_Rmad",-18.9623,48.4525,"KR, AG, AA, FR, CB",67,NA,NA,NA,NA,NA,2019-05-22,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65,"10.48",71.3,34.2,13.9,"9.2","11.3","yes","1","8","2","0","7",0,NA,0,1,1,200,NA,NA,NA,100,2,"1","yes","moderate",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.908537758339,0.0914622416610342,"yes",1
"956000005809858","WAY062","Ankarana_Chauves_Souris_Edup",-12.959336,49.123698,"SG, AA, AG, FR, SA",87,NA,NA,NA,NA,NA,2019-11-28,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no",NA,NA,NA,"unknown",285,"21.3",132,60,25,"4","3.5","yes","1","2","0","0","0",0,NA,1,1,1,500,NA,NA,NA,200,2,"1","yes","mild","103.3 (8:50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.720413848263,-32.7204138482625,"yes",1
"956000005809858","WAY013","Ankarana_Chauves_Souris_Edup",-12.959336,49.123698,"SG, AA",80,NA,NA,NA,NA,NA,2019-10-02,NA,NA,NA,"Eidolon dupreanum","","yes","female","P","no","no",NA,NA,"unknown",348,"21.8",127.9,61.2,26.1,"10.8","8.2","yes","1","3","0","0","2",0,NA,1,1,1,500,NA,NA,NA,200,2,"1","yes","heavy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.153600671264,42.8463993287362,"yes",1
"956000005810208","MIZ492","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF, AA, SG",77,NA,NA,NA,NA,NA,2019-09-18,NA,NA,NA,"Rousettus madagascariensis","","yes","female","NL","no","no",NA,NA,"unknown",48,"10.46",70.3,30.4,10.7,"2.6","3","yes","1","9","1","0","1",0,NA,0,1,1,450,NA,NA,NA,150,2,"1","yes","mild",NA,"recaptured with wing band infected, not sure of number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.8894282806851,-8.8894282806851,"yes",1
"956000005811100","MIZ558","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-13,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",66,"12.08",75.9,35,10.6,"8.7","7.4","yes","1","2","1","0","16",0,NA,0,1,1,500,NA,NA,NA,100,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2286581068585,-5.22865810685848,"yes",1
"956000005811100","MIZ476","Maromizaha_Rmad",-18.9623,48.4525,"SG, AG, AA, FR, SA",74,NA,NA,NA,NA,NA,2019-08-23,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",60,"11.64",70.8,34.9,13.7,"7.8","7.4","yes","1","1","0","0","1",0,NA,0,1,1,200,NA,NA,NA,40,2,"1","yes","heavy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2332174122029,-4.23321741220286,"yes",1
"956000005811100","MIZ599","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",69,"12.2",71.2,35,14,"12","9.1","yes","1","6","0","0","3",0,NA,0,1,1,350,NA,NA,NA,40,2,"1","yes","heavy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7732889153589,4.22671108464108,"yes",1
"956000005811100","MIZ502","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF, AA, SG",77,NA,NA,NA,NA,NA,2019-09-18,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",68,"10.7",72,34,10,"11","11","yes","1","0","0","0","0",0,NA,1,1,1,500,NA,NA,NA,50,2,"1","yes","heavy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8578590494933,2.14214095050667,"yes",1
"956000005812141","KEL266B","Angavokely_Edup",-18.9327,47.7578,"KR, AG, AA, FR, CR",63,NA,NA,NA,NA,NA,2019-03-14,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",330,"21.5",129.1,63,26.5,"19.9","17.7","yes","1","1",NA,NA,"1",NA,NA,1,1,1,200,NA,NA,NA,100,2,"1","yes","mild","96.1 (17:35), 96.5 (17:14), 95.3 (17:54)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.578074055561,11.4219259444394,"yes",1
"956000005812141","KEL353","Angavokely_Edup",-18.9327,47.7578,"KR, AA, FR, AG",71,NA,NA,NA,NA,NA,2019-07-07,NA,NA,NA,"Eidolon dupreanum","","yes","male","A",NA,"no",NA,NA,"unknown",490,"23.4",129.8,64.8,29.5,"8.4","7.7","yes","1","4","0","2","2",0,NA,0,1,1,500,NA,NA,NA,200,2,"1","yes","mild",NA,"tooth already extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005812141","KEL443","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,2020-02-02,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",400,"23.55",130,67.5,32,"20","17.5","yes","1","0","0","0","0",0,NA,1,1,1,550,NA,NA,NA,250,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.310436547127,78.6895634528726,"yes",1
