sampleid,age,sex,species,aging_method,extracted
ANGB6,1,F,Eidolon_dupreanum,tooth,
ANGB7,1,F,Eidolon_dupreanum,tooth,
ANGB77,1,F,Eidolon_dupreanum,tooth,
ANGB79,1,F,Eidolon_dupreanum,tooth,
ANGB8,1,F,Eidolon_dupreanum,tooth,
ANGB88,1,F,Eidolon_dupreanum,tooth,
ANGB9,1,F,Eidolon_dupreanum,tooth,
ANGB92,1,F,Eidolon_dupreanum,tooth,
CAT018,1,F,Eidolon_dupreanum,tooth,
CAT021,1,F,Eidolon_dupreanum,tooth,
CAT026,1,F,Eidolon_dupreanum,tooth,
CAT036,1,F,Eidolon_dupreanum,tooth,
KEL177,1,F,Eidolon_dupreanum,tooth,
KEL284B,1,F,Eidolon_dupreanum,tooth,
KEL304,1,F,Eidolon_dupreanum,tooth,
KEL319,1,F,Eidolon_dupreanum,tooth,
KEL339,1,F,Eidolon_dupreanum,tooth,
KEL340,1,F,Eidolon_dupreanum,tooth,
KEL415,1,F,Eidolon_dupreanum,tooth,
KEL449,1,F,Eidolon_dupreanum,tooth,
KEL462B,1,F,Eidolon_dupreanum,tooth,
KEL471,1,F,Eidolon_dupreanum,tooth,
KEL84,1,F,Eidolon_dupreanum,tooth,
KEL91,1,F,Eidolon_dupreanum,tooth,
MAH12,1,F,Pteropus_rufus,tooth,
MAH6,1,F,Pteropus_rufus,tooth,
MAH9,1,F,Pteropus_rufus,tooth,
MARO37,1,F,Pteropus_rufus,tooth,
MARO39,1,F,Pteropus_rufus,tooth,
MARO40,1,F,Pteropus_rufus,tooth,
MARO46,1,F,Pteropus_rufus,tooth,
MARO58,1,F,Pteropus_rufus,tooth,
MARO59,1,F,Pteropus_rufus,tooth,
MARO71,1,F,Pteropus_rufus,tooth,
MLB004,1,F,Pteropus_rufus,tooth,
TSI028,1,F,Pteropus_rufus,tooth,
TSI035,1,F,Pteropus_rufus,tooth,
WAY078,1,F,Eidolon_dupreanum,tooth,
WAY080,1,F,Eidolon_dupreanum,tooth,
CDG222,1.5,F,Rousettus_madagascariensis,tooth,
AMB107,2,F,Pteropus_rufus,tooth,
AMB112,2,F,Pteropus_rufus,tooth,
AMB113,2,F,Pteropus_rufus,tooth,
AMB131,2,F,Pteropus_rufus,tooth,
AMB148,2,F,Pteropus_rufus,tooth,
AMB85,2,F,Pteropus_rufus,tooth,
ANG130,2,F,Eidolon_dupreanum,tooth,
ANGB11,2,F,Eidolon_dupreanum,tooth,
KEL218,2,F,Eidolon_dupreanum,tooth,
KEL255,2,F,Eidolon_dupreanum,tooth,
KEL279B,2,F,Eidolon_dupreanum,tooth,
KEL326,2,F,Eidolon_dupreanum,tooth,
MAH13,2,F,Pteropus_rufus,tooth,
MAK1,2,F,Pteropus_rufus,tooth,
MAK3,2,F,Pteropus_rufus,tooth,
MAK8,2,F,Pteropus_rufus,tooth,
MARO49,2,F,Pteropus_rufus,tooth,
MARO53,2,F,Pteropus_rufus,tooth,
MIZ284,2,F,Rousettus_madagascariensis,tooth,
MLB006,2,F,Pteropus_rufus,tooth,
MNG003,2,F,Pteropus_rufus,tooth,
TSI001,2,F,Pteropus_rufus,tooth,
TSI025,2,F,Pteropus_rufus,tooth,
ANGB48,2.5,F,Eidolon_dupreanum,tooth,
KEL172,2.5,F,Eidolon_dupreanum,tooth,
KEL332,2.5,F,Eidolon_dupreanum,tooth,
MARO4,2.5,F,Pteropus_rufus,tooth,
MIZ64,2.5,F,Rousettus_madagascariensis,tooth,
ANGB84,2.75,F,Eidolon_dupreanum,tooth,
AMB100,3,F,Pteropus_rufus,tooth,
AMB111,3,F,Pteropus_rufus,tooth,
AMB120,3,F,Pteropus_rufus,tooth,
AMB130,3,F,Pteropus_rufus,tooth,
AMB156,3,F,Pteropus_rufus,tooth,
AMB67,3,F,Pteropus_rufus,tooth,
AMB92,3,F,Pteropus_rufus,tooth,
AND28,3,F,Eidolon_dupreanum,tooth,
ANGB135,3,F,Eidolon_dupreanum,tooth,
ANGB143,3,F,Eidolon_dupreanum,tooth,
ANGB67,3,F,Eidolon_dupreanum,tooth,
ANGB83,3,F,Eidolon_dupreanum,tooth,
ANGB90,3,F,Eidolon_dupreanum,tooth,
CAT017,3,F,Eidolon_dupreanum,tooth,
KEL66,3,F,Eidolon_dupreanum,tooth,
KEL83,3,F,Eidolon_dupreanum,tooth,
MAK4,3,F,Pteropus_rufus,tooth,
MIZ167,3,F,Rousettus_madagascariensis,tooth,
MIZ262,3,F,Rousettus_madagascariensis,tooth,
TSI023,3,F,Pteropus_rufus,tooth,
TSI030,3,F,Pteropus_rufus,tooth,
TSI070,3,F,Pteropus_rufus,tooth,
MIZ380,3.666666667,F,Rousettus_madagascariensis,tooth,
CAT032,4,F,Eidolon_dupreanum,tooth,
KEL188,4,F,Eidolon_dupreanum,tooth,
KEL227,4,F,Eidolon_dupreanum,tooth,
KEL256,4,F,Eidolon_dupreanum,tooth,
KEL257,4,F,Eidolon_dupreanum,tooth,
KEL264,4,F,Eidolon_dupreanum,tooth,
KEL291,4,F,Eidolon_dupreanum,tooth,
KEL337,4,F,Eidolon_dupreanum,tooth,
MIZ381,4,F,Rousettus_madagascariensis,tooth,
MLB001,4,F,Pteropus_rufus,tooth,
TSI008,4,F,Pteropus_rufus,tooth,
TSI011,4,F,Pteropus_rufus,tooth,
KEL133,4.5,F,Eidolon_dupreanum,tooth,
AMB163,5,F,Pteropus_rufus,tooth,
AND14,5,F,Eidolon_dupreanum,tooth,
ANGB147,5,F,Eidolon_dupreanum,tooth,
ANGB159,5,F,Eidolon_dupreanum,tooth,
KEL186,5,F,Eidolon_dupreanum,tooth,
KEL187,5,F,Eidolon_dupreanum,tooth,
KEL440,5,F,Eidolon_dupreanum,tooth,
WAY054,5,F,Eidolon_dupreanum,tooth,
KEL173,5.25,F,Eidolon_dupreanum,tooth,
CDG238,5.5,F,Rousettus_madagascariensis,tooth,
AMB45,6,F,Pteropus_rufus,tooth,
AND20,6,F,Eidolon_dupreanum,tooth,
EMA12,6,F,Eidolon_dupreanum,tooth,
KEL120,6,F,Eidolon_dupreanum,tooth,
KEL178,6,F,Eidolon_dupreanum,tooth,
KEL185,6,F,Eidolon_dupreanum,tooth,
KEL278B,6,F,Eidolon_dupreanum,tooth,
KEL296,6,F,Eidolon_dupreanum,tooth,
KEL309,6,F,Eidolon_dupreanum,tooth,
KEL328,6,F,Eidolon_dupreanum,tooth,
KEL336,6,F,Eidolon_dupreanum,tooth,
KEL464B,6,F,Eidolon_dupreanum,tooth,
KEL96,6,F,Eidolon_dupreanum,tooth,
MIZ163,6,F,Rousettus_madagascariensis,tooth,
TSI013,6,F,Pteropus_rufus,tooth,
ATS1,6.5,F,Eidolon_dupreanum,tooth,
KEL222,7,F,Eidolon_dupreanum,tooth,
WAY082,7,F,Eidolon_dupreanum,tooth,
ANGB158,8,F,Eidolon_dupreanum,tooth,
KEL261,8,F,Eidolon_dupreanum,tooth,
KEL313,8,F,Eidolon_dupreanum,tooth,
AMB36,9,F,Pteropus_rufus,tooth,
KEL333,9,F,Eidolon_dupreanum,tooth,
WAY049,9,F,Eidolon_dupreanum,tooth,
KEL310,9.333333333,F,Eidolon_dupreanum,tooth,
ANGB82,9.5,F,Eidolon_dupreanum,tooth,
ANGB86,10,F,Eidolon_dupreanum,tooth,
CAT037,10,F,Eidolon_dupreanum,tooth,
KEL260,10,F,Eidolon_dupreanum,tooth,
KEL305,10,F,Eidolon_dupreanum,tooth,
KEL370,10,F,Eidolon_dupreanum,tooth,
ANGB85,11,F,Eidolon_dupreanum,tooth,
ANGB91,11,F,Eidolon_dupreanum,tooth,
ANGB93,11,F,Eidolon_dupreanum,tooth,
ANGB81,12,F,Eidolon_dupreanum,tooth,
KEL119,12,F,Eidolon_dupreanum,tooth,
WAY025,13.66666667,F,Eidolon_dupreanum,tooth,
KEL258,16,F,Eidolon_dupreanum,tooth,
KEL695,0.008219178,M,Eidolon_dupreanum,juvenile,
KEL696,0.008219178,M,Eidolon_dupreanum,juvenile,
KEL697,0.008219178,M,Eidolon_dupreanum,juvenile,
KEL699,0.008219178,M,Eidolon_dupreanum,juvenile,
KEL700,0.008219178,M,Eidolon_dupreanum,juvenile,
KEL703,0.010958904,M,Eidolon_dupreanum,juvenile,
ANGB13,0.016438356,M,Eidolon_dupreanum,juvenile,
ANGB17,0.019178082,M,Eidolon_dupreanum,juvenile,
ANGB22,0.019178082,M,Eidolon_dupreanum,juvenile,
ANGB26,0.019178082,M,Eidolon_dupreanum,juvenile,
ANGB30,0.019178082,M,Eidolon_dupreanum,juvenile,
