sampleid,bat_species,antigen,MFI,seropos_80_cutoff
MIZ190,Rousettus madagascariensis,RAVV,240,0
MIZ191,Rousettus madagascariensis,RAVV,189.5,0
MIZ192,Rousettus madagascariensis,RAVV,1121.5,1
MIZ193,Rousettus madagascariensis,RAVV,28.5,0
MIZ195,Rousettus madagascariensis,RAVV,1129,1
MIZ198,Rousettus madagascariensis,RAVV,1588.5,1
MIZ199,Rousettus madagascariensis,RAVV,1610.5,1
MIZ200,Rousettus madagascariensis,RAVV,120.5,0
MIZ201,Rousettus madagascariensis,RAVV,79.5,0
MIZ202,Rousettus madagascariensis,RAVV,57.5,0
MIZ203,Rousettus madagascariensis,RAVV,202.5,0
MIZ204,Rousettus madagascariensis,RAVV,324.5,0
MIZ205,Rousettus madagascariensis,RAVV,361.5,0
MIZ206,Rousettus madagascariensis,RAVV,841.5,1
MIZ207,Rousettus madagascariensis,RAVV,666,1
MIZ208,Rousettus madagascariensis,RAVV,43.5,0
MIZ209,Rousettus madagascariensis,RAVV,945.5,1
MIZ210,Rousettus madagascariensis,RAVV,337.5,0
MIZ211,Rousettus madagascariensis,RAVV,268.5,0
MIZ212,Rousettus madagascariensis,RAVV,301.5,0
MIZ214,Rousettus madagascariensis,RAVV,1904.5,1
MIZ215,Rousettus madagascariensis,RAVV,180,0
MIZ216,Rousettus madagascariensis,RAVV,674,1
MIZ217,Rousettus madagascariensis,RAVV,246.5,0
MIZ218,Rousettus madagascariensis,RAVV,467.5,0
MIZ219,Rousettus madagascariensis,RAVV,436.5,0
MIZ220,Rousettus madagascariensis,RAVV,729.5,1
MIZ221,Rousettus madagascariensis,RAVV,1825.5,1
MIZ222,Rousettus madagascariensis,RAVV,112.5,0
MIZ223,Rousettus madagascariensis,RAVV,442.5,0
MIZ224,Rousettus madagascariensis,RAVV,1359,1
MIZ225,Rousettus madagascariensis,RAVV,35,0
MIZ226,Rousettus madagascariensis,RAVV,363.5,0
MIZ227,Rousettus madagascariensis,RAVV,496.5,1
MIZ228,Rousettus madagascariensis,RAVV,219.5,0
MIZ229,Rousettus madagascariensis,RAVV,1938.5,1
MIZ230,Rousettus madagascariensis,RAVV,840.5,1
MIZ231,Rousettus madagascariensis,RAVV,57.5,0
MIZ232,Rousettus madagascariensis,RAVV,334,0
MIZ233,Rousettus madagascariensis,RAVV,1443,1
MIZ234,Rousettus madagascariensis,RAVV,474.5,0
MIZ235,Rousettus madagascariensis,RAVV,107.5,0
MIZ236,Rousettus madagascariensis,RAVV,2165.5,1
MIZ237,Rousettus madagascariensis,RAVV,1418,1
MIZ238,Rousettus madagascariensis,RAVV,291.5,0
MIZ239,Rousettus madagascariensis,RAVV,179.5,0
MIZ240,Rousettus madagascariensis,RAVV,1078,1
MIZ241,Rousettus madagascariensis,RAVV,110.5,0
MIZ242,Rousettus madagascariensis,RAVV,1078.5,1
MIZ243,Rousettus madagascariensis,RAVV,99.5,0
MIZ244,Rousettus madagascariensis,RAVV,786.5,1
MIZ245,Rousettus madagascariensis,RAVV,829.5,1
MIZ246,Rousettus madagascariensis,RAVV,2615.5,1
MIZ247,Rousettus madagascariensis,RAVV,5708,1
MIZ248,Rousettus madagascariensis,RAVV,144,0
MIZ249,Rousettus madagascariensis,RAVV,2673,1
MIZ250,Rousettus madagascariensis,RAVV,1990,1
MIZ251,Rousettus madagascariensis,RAVV,820.5,1
MIZ252,Rousettus madagascariensis,RAVV,3120,1
MIZ253,Rousettus madagascariensis,RAVV,445,0
MIZ254,Rousettus madagascariensis,RAVV,3961,1
MIZ260,Rousettus madagascariensis,RAVV,89,0
MIZ261,Rousettus madagascariensis,RAVV,1512,1
MIZ262,Rousettus madagascariensis,RAVV,119,0
MIZ264,Rousettus madagascariensis,RAVV,593,1
MIZ267,Rousettus madagascariensis,RAVV,1844.5,1
MIZ269,Rousettus madagascariensis,RAVV,208.5,0
MIZ270,Rousettus madagascariensis,RAVV,952,1
MIZ271,Rousettus madagascariensis,RAVV,1023,1
MIZ273,Rousettus madagascariensis,RAVV,3854,1
MIZ274,Rousettus madagascariensis,RAVV,734.5,1
MIZ275,Rousettus madagascariensis,RAVV,1591.5,1
MIZ276,Rousettus madagascariensis,RAVV,768,1
MIZ277,Rousettus madagascariensis,RAVV,27,0
MIZ278,Rousettus madagascariensis,RAVV,1380,1
MIZ279,Rousettus madagascariensis,RAVV,7544,1
MIZ280,Rousettus madagascariensis,RAVV,387,0
MIZ281,Rousettus madagascariensis,RAVV,1054.5,1
MIZ282,Rousettus madagascariensis,RAVV,2360,1
MIZ283,Rousettus madagascariensis,RAVV,1710,1
MIZ285,Rousettus madagascariensis,RAVV,2341,1
MIZ290,Rousettus madagascariensis,RAVV,8469,1
MIZ291,Rousettus madagascariensis,RAVV,3761,1
MIZ292,Rousettus madagascariensis,RAVV,5918.5,1
MIZ293,Rousettus madagascariensis,RAVV,547,1
MIZ294,Rousettus madagascariensis,RAVV,1472,1
MIZ295,Rousettus madagascariensis,RAVV,988,1
MIZ297,Rousettus madagascariensis,RAVV,497,1
MIZ298,Rousettus madagascariensis,RAVV,1060,1
MIZ299,Rousettus madagascariensis,RAVV,717.5,1
MIZ300,Rousettus madagascariensis,RAVV,1548,1
MIZ301,Rousettus madagascariensis,RAVV,3521.5,1
MIZ302,Rousettus madagascariensis,RAVV,3366.5,1
MIZ303,Rousettus madagascariensis,RAVV,2640,1
MIZ308,Rousettus madagascariensis,RAVV,934,1
MIZ309,Rousettus madagascariensis,RAVV,210,0
MIZ314,Rousettus madagascariensis,RAVV,502,1
MIZ316,Rousettus madagascariensis,RAVV,1123,1
MIZ317,Rousettus madagascariensis,RAVV,1089,1
MIZ318,Rousettus madagascariensis,RAVV,942,1
MIZ319,Rousettus madagascariensis,RAVV,991,1
MIZ320,Rousettus madagascariensis,RAVV,9421,1
MIZ321,Rousettus madagascariensis,RAVV,5625,1
MIZ322,Rousettus madagascariensis,RAVV,8139,1
MIZ329,Rousettus madagascariensis,RAVV,3280,1
MIZ330,Rousettus madagascariensis,RAVV,407,0
MIZ331,Rousettus madagascariensis,RAVV,1243.5,1
MIZ332,Rousettus madagascariensis,RAVV,2295.5,1
MIZ333,Rousettus madagascariensis,RAVV,1223.5,1
MIZ334,Rousettus madagascariensis,RAVV,809,1
MIZ338,Rousettus madagascariensis,RAVV,2180.5,1
MIZ339,Rousettus madagascariensis,RAVV,938,1
MIZ340,Rousettus madagascariensis,RAVV,1385,1
MIZ341,Rousettus madagascariensis,RAVV,2165,1
MIZ342,Rousettus madagascariensis,RAVV,1749,1
MIZ346,Rousettus madagascariensis,RAVV,1238,1
MIZ347,Rousettus madagascariensis,RAVV,257,0
MIZ348,Rousettus madagascariensis,RAVV,2317,1
MIZ349,Rousettus madagascariensis,RAVV,6844,1
MIZ352,Rousettus madagascariensis,RAVV,127.5,0
MIZ353,Rousettus madagascariensis,RAVV,740,1
MIZ354,Rousettus madagascariensis,RAVV,3280,1
MIZ355,Rousettus madagascariensis,RAVV,422.5,0
MIZ356,Rousettus madagascariensis,RAVV,773.5,1
MIZ357,Rousettus madagascariensis,RAVV,1007.5,1
MIZ358,Rousettus madagascariensis,RAVV,531,1
MIZ359,Rousettus madagascariensis,RAVV,1121,1
MIZ360,Rousettus madagascariensis,RAVV,469,0
MIZ361,Rousettus madagascariensis,RAVV,1829,1
MIZ362,Rousettus madagascariensis,RAVV,1218,1
MIZ363,Rousettus madagascariensis,RAVV,703,1
MIZ366,Rousettus madagascariensis,RAVV,487,0
MIZ367,Rousettus madagascariensis,RAVV,2553,1
MIZ368,Rousettus madagascariensis,RAVV,15296,1
MIZ369,Rousettus madagascariensis,RAVV,1039,1
MIZ372,Rousettus madagascariensis,RAVV,47,0
MIZ373,Rousettus madagascariensis,RAVV,146,0
MIZ374,Rousettus madagascariensis,RAVV,64,0
MIZ375,Rousettus madagascariensis,RAVV,312,0
MIZ376,Rousettus madagascariensis,RAVV,842.5,1
MIZ377,Rousettus madagascariensis,RAVV,201,0
MIZ379,Rousettus madagascariensis,RAVV,367.5,0
MIZ382,Rousettus madagascariensis,RAVV,216,0
MIZ383,Rousettus madagascariensis,RAVV,1246.5,1
MIZ384,Rousettus madagascariensis,RAVV,1329,1
MIZ385,Rousettus madagascariensis,RAVV,1880.5,1
MIZ386,Rousettus madagascariensis,RAVV,609.5,1
MIZ387,Rousettus madagascariensis,RAVV,933,1
MIZ389,Rousettus madagascariensis,RAVV,234,0
MIZ390,Rousettus madagascariensis,RAVV,142,0
MIZ391,Rousettus madagascariensis,RAVV,26,0
MIZ392,Rousettus madagascariensis,RAVV,3065,1
MIZ393,Rousettus madagascariensis,RAVV,1671,1
MIZ394,Rousettus madagascariensis,RAVV,93,0
MIZ395,Rousettus madagascariensis,RAVV,25.5,0
MIZ396,Rousettus madagascariensis,RAVV,1715,1
MIZ397,Rousettus madagascariensis,RAVV,1535,1
MIZ398,Rousettus madagascariensis,RAVV,1446,1
MIZ399,Rousettus madagascariensis,RAVV,55,0
MIZ400,Rousettus madagascariensis,RAVV,1877.5,1
MIZ401,Rousettus madagascariensis,RAVV,99,0
MIZ403,Rousettus madagascariensis,RAVV,852,1
MIZ404,Rousettus madagascariensis,RAVV,949,1
MIZ405,Rousettus madagascariensis,RAVV,1185,1
MIZ407,Rousettus madagascariensis,RAVV,6365,1
MIZ408,Rousettus madagascariensis,RAVV,1316,1
MIZ409,Rousettus madagascariensis,RAVV,1668,1
MIZ410,Rousettus madagascariensis,RAVV,2070,1
MIZ411,Rousettus madagascariensis,RAVV,1340,1
MIZ412,Rousettus madagascariensis,RAVV,539,1
MIZ413,Rousettus madagascariensis,RAVV,243,0
MIZ414,Rousettus madagascariensis,RAVV,25,0
MIZ415,Rousettus madagascariensis,RAVV,2401,1
MIZ416,Rousettus madagascariensis,RAVV,1542.5,1
MIZ417,Rousettus madagascariensis,RAVV,4627,1
MIZ418,Rousettus madagascariensis,RAVV,1656.5,1
MIZ419,Rousettus madagascariensis,RAVV,1038,1
MIZ420,Rousettus madagascariensis,RAVV,4118,1
MIZ421,Rousettus madagascariensis,RAVV,234,0
MIZ422,Rousettus madagascariensis,RAVV,1350,1
MIZ423,Rousettus madagascariensis,RAVV,682.5,1
MIZ424,Rousettus madagascariensis,RAVV,2848,1
MIZ425,Rousettus madagascariensis,RAVV,4347,1
MIZ426,Rousettus madagascariensis,RAVV,471,0
MIZ427,Rousettus madagascariensis,RAVV,21,0
MIZ428,Rousettus madagascariensis,RAVV,1107,1
MIZ429,Rousettus madagascariensis,RAVV,429,0
MIZ430,Rousettus madagascariensis,RAVV,28,0
MIZ431,Rousettus madagascariensis,RAVV,768,1
MIZ432,Rousettus madagascariensis,RAVV,7286.5,1
MIZ433,Rousettus madagascariensis,RAVV,941,1
MIZ435,Rousettus madagascariensis,RAVV,5011,1
MIZ437,Rousettus madagascariensis,RAVV,31,0
MIZ438,Rousettus madagascariensis,RAVV,556,1
MIZ439,Rousettus madagascariensis,RAVV,12445,1
MIZ440,Rousettus madagascariensis,RAVV,1749.5,1
MIZ441,Rousettus madagascariensis,RAVV,388,0
MIZ442,Rousettus madagascariensis,RAVV,683,1
MIZ443,Rousettus madagascariensis,RAVV,414,0
MIZ444,Rousettus madagascariensis,RAVV,965.5,1
MIZ445,Rousettus madagascariensis,RAVV,1275,1
MIZ446,Rousettus madagascariensis,RAVV,8169.5,1
MIZ447,Rousettus madagascariensis,RAVV,1290.5,1
MIZ448,Rousettus madagascariensis,RAVV,59,0
MIZ449,Rousettus madagascariensis,RAVV,4290.5,1
MIZ450,Rousettus madagascariensis,RAVV,568,1
MIZ453,Rousettus madagascariensis,RAVV,2662,1
MIZ454,Rousettus madagascariensis,RAVV,2471,1
MIZ455,Rousettus madagascariensis,RAVV,16455,1
MIZ456,Rousettus madagascariensis,RAVV,26.5,0
MIZ457,Rousettus madagascariensis,RAVV,936.5,1
MIZ458,Rousettus madagascariensis,RAVV,12,0
MIZ459,Rousettus madagascariensis,RAVV,3482.5,1
MIZ460,Rousettus madagascariensis,RAVV,2169,1
MIZ461,Rousettus madagascariensis,RAVV,10,0
MIZ462,Rousettus madagascariensis,RAVV,22,0
MIZ463,Rousettus madagascariensis,RAVV,10,0
MIZ464,Rousettus madagascariensis,RAVV,1289,1
MIZ465,Rousettus madagascariensis,RAVV,482,0
MIZ466,Rousettus madagascariensis,RAVV,405,0
MIZ467,Rousettus madagascariensis,RAVV,5462,1
MIZ468,Rousettus madagascariensis,RAVV,5616,1
MIZ469,Rousettus madagascariensis,RAVV,83.5,0
MIZ470,Rousettus madagascariensis,RAVV,921,1
MIZ471,Rousettus madagascariensis,RAVV,4719,1
MIZ472,Rousettus madagascariensis,RAVV,86,0
MIZ473,Rousettus madagascariensis,RAVV,646,1
MIZ474,Rousettus madagascariensis,RAVV,463,0
MIZ475,Rousettus madagascariensis,RAVV,2694.5,1
MIZ477,Rousettus madagascariensis,RAVV,1937,1
MIZ479,Rousettus madagascariensis,RAVV,848.5,1
MIZ480,Rousettus madagascariensis,RAVV,763,1
MIZ481,Rousettus madagascariensis,RAVV,338,0
MIZ482,Rousettus madagascariensis,RAVV,611.5,1
MIZ483,Rousettus madagascariensis,RAVV,3014,1
MIZ484,Rousettus madagascariensis,RAVV,588,1
MIZ485,Rousettus madagascariensis,RAVV,768,1
MIZ486,Rousettus madagascariensis,RAVV,516,1
MIZ487,Rousettus madagascariensis,RAVV,906,1
MIZ488,Rousettus madagascariensis,RAVV,1088,1
MIZ489,Rousettus madagascariensis,RAVV,513,1
MIZ490,Rousettus madagascariensis,RAVV,3297.5,1
MIZ491,Rousettus madagascariensis,RAVV,894.5,1
MIZ492,Rousettus madagascariensis,RAVV,9451,1
MIZ493,Rousettus madagascariensis,RAVV,3493,1
MIZ494,Rousettus madagascariensis,RAVV,1088,1
MIZ495,Rousettus madagascariensis,RAVV,825,1
MIZ496,Rousettus madagascariensis,RAVV,2391,1
MIZ497,Rousettus madagascariensis,RAVV,917,1
MIZ498,Rousettus madagascariensis,RAVV,3077,1
MIZ499,Rousettus madagascariensis,RAVV,2542,1
MIZ500,Rousettus madagascariensis,RAVV,1056.5,1
MIZ501,Rousettus madagascariensis,RAVV,12989.5,1
MIZ502,Rousettus madagascariensis,RAVV,832.5,1
MIZ503,Rousettus madagascariensis,RAVV,944,1
MIZ504,Rousettus madagascariensis,RAVV,16,0
MIZ505,Rousettus madagascariensis,RAVV,773,1
MIZ506,Rousettus madagascariensis,RAVV,3027,1
MIZ508,Rousettus madagascariensis,RAVV,1657,1
MIZ509,Rousettus madagascariensis,RAVV,1288,1
MIZ510,Rousettus madagascariensis,RAVV,3340,1
MIZ511,Rousettus madagascariensis,RAVV,106,0
MIZ512,Rousettus madagascariensis,RAVV,4287.5,1
MIZ513,Rousettus madagascariensis,RAVV,474,0
MIZ516,Rousettus madagascariensis,RAVV,772,1
MIZ517,Rousettus madagascariensis,RAVV,1528,1
MIZ518,Rousettus madagascariensis,RAVV,3873,1
MIZ519,Rousettus madagascariensis,RAVV,1002,1
MIZ520,Rousettus madagascariensis,RAVV,145.5,0
MIZ521,Rousettus madagascariensis,RAVV,910.5,1
MIZ522,Rousettus madagascariensis,RAVV,388,0
MIZ523,Rousettus madagascariensis,RAVV,18.5,0
MIZ524,Rousettus madagascariensis,RAVV,3501.5,1
MIZ525,Rousettus madagascariensis,RAVV,612,1
MIZ526,Rousettus madagascariensis,RAVV,1468.5,1
MIZ527,Rousettus madagascariensis,RAVV,560.5,1
MIZ528,Rousettus madagascariensis,RAVV,528.5,1
MIZ529,Rousettus madagascariensis,RAVV,816.5,1
MIZ530,Rousettus madagascariensis,RAVV,1317.5,1
MIZ531,Rousettus madagascariensis,RAVV,365.5,0
MIZ532,Rousettus madagascariensis,RAVV,456.5,0
MIZ533,Rousettus madagascariensis,RAVV,148.5,0
MIZ534,Rousettus madagascariensis,RAVV,800,1
MIZ535,Rousettus madagascariensis,RAVV,435.5,0
MIZ536,Rousettus madagascariensis,RAVV,1523.5,1
MIZ537,Rousettus madagascariensis,RAVV,2529.5,1
MIZ538,Rousettus madagascariensis,RAVV,2480.5,1
MIZ539,Rousettus madagascariensis,RAVV,2064,1
MIZ540,Rousettus madagascariensis,RAVV,1293.5,1
MIZ541,Rousettus madagascariensis,RAVV,530.5,1
MIZ542,Rousettus madagascariensis,RAVV,203,0
MIZ543,Rousettus madagascariensis,RAVV,2461.5,1
MIZ544,Rousettus madagascariensis,RAVV,674.5,1
MIZ550,Rousettus madagascariensis,RAVV,1798,1
MIZ551,Rousettus madagascariensis,RAVV,2778.5,1
MIZ552,Rousettus madagascariensis,RAVV,1182.5,1
MIZ553,Rousettus madagascariensis,RAVV,323.5,0
MIZ554,Rousettus madagascariensis,RAVV,1775.5,1
MIZ555,Rousettus madagascariensis,RAVV,5213.5,1
MIZ556,Rousettus madagascariensis,RAVV,2257.5,1
MIZ557,Rousettus madagascariensis,RAVV,242.5,0
MIZ558,Rousettus madagascariensis,RAVV,573.5,1
MIZ559,Rousettus madagascariensis,RAVV,3130.5,1
MIZ560,Rousettus madagascariensis,RAVV,1989.5,1
MIZ561,Rousettus madagascariensis,RAVV,473.5,0
MIZ562,Rousettus madagascariensis,RAVV,661.5,1
MIZ563,Rousettus madagascariensis,RAVV,340.5,0
MIZ564,Rousettus madagascariensis,RAVV,633,1
MIZ565,Rousettus madagascariensis,RAVV,1684,1
MIZ566,Rousettus madagascariensis,RAVV,2781.5,1
MIZ567,Rousettus madagascariensis,RAVV,479.5,0
MIZ568,Rousettus madagascariensis,RAVV,1869.5,1
MIZ569,Rousettus madagascariensis,RAVV,538,1
MIZ570,Rousettus madagascariensis,RAVV,3347.5,1
MIZ571,Rousettus madagascariensis,RAVV,2736.5,1
MIZ572,Rousettus madagascariensis,RAVV,300,0
MIZ573,Rousettus madagascariensis,RAVV,622.5,1
MIZ574,Rousettus madagascariensis,RAVV,383.5,0
MIZ575,Rousettus madagascariensis,RAVV,1187.5,1
MIZ576,Rousettus madagascariensis,RAVV,1709.5,1
MIZ577,Rousettus madagascariensis,RAVV,501,1
MIZ578,Rousettus madagascariensis,RAVV,324.5,0
MIZ580,Rousettus madagascariensis,RAVV,1944.5,1
MIZ581,Rousettus madagascariensis,RAVV,158.5,0
MIZ582,Rousettus madagascariensis,RAVV,558.5,1
MIZ583,Rousettus madagascariensis,RAVV,762.5,1
MIZ585,Rousettus madagascariensis,RAVV,688.5,1
MIZ586,Rousettus madagascariensis,RAVV,72.5,0
MIZ587,Rousettus madagascariensis,RAVV,313.5,0
MIZ588,Rousettus madagascariensis,RAVV,1745.5,1
MIZ589,Rousettus madagascariensis,RAVV,1300.5,1
MIZ590,Rousettus madagascariensis,RAVV,656.5,1
MIZ591,Rousettus madagascariensis,RAVV,1378,1
MIZ593,Rousettus madagascariensis,RAVV,302,0
MIZ594,Rousettus madagascariensis,RAVV,4096,1
MIZ595,Rousettus madagascariensis,RAVV,431.5,0
MIZ596,Rousettus madagascariensis,RAVV,1517.5,1
MIZ598,Rousettus madagascariensis,RAVV,612,1
MIZ599,Rousettus madagascariensis,RAVV,469,0
MIZ600,Rousettus madagascariensis,RAVV,3043,1
MIZ601,Rousettus madagascariensis,RAVV,2436.5,1
MIZ602,Rousettus madagascariensis,RAVV,954.5,1
MIZ603,Rousettus madagascariensis,RAVV,1307,1
MIZ604,Rousettus madagascariensis,RAVV,404.5,0
MIZ605,Rousettus madagascariensis,RAVV,2035.5,1
MIZ606,Rousettus madagascariensis,RAVV,38,0
MIZ607,Rousettus madagascariensis,RAVV,678,1
MIZ608,Rousettus madagascariensis,RAVV,1786.5,1
MIZ609,Rousettus madagascariensis,RAVV,470.5,0
MIZ610,Rousettus madagascariensis,RAVV,273,0
MIZ611,Rousettus madagascariensis,RAVV,421,0
MIZ612,Rousettus madagascariensis,RAVV,1339,1
MIZ613,Rousettus madagascariensis,RAVV,1927.5,1
MIZ614,Rousettus madagascariensis,RAVV,616.5,1
MIZ615,Rousettus madagascariensis,RAVV,1445.5,1
MIZ616,Rousettus madagascariensis,RAVV,651.5,1
MIZ617,Rousettus madagascariensis,RAVV,290.5,0
MIZ618,Rousettus madagascariensis,RAVV,161.5,0
MIZ619,Rousettus madagascariensis,RAVV,1238.5,1
MIZ620,Rousettus madagascariensis,RAVV,2667.5,1
MIZ621,Rousettus madagascariensis,RAVV,1448,1
MIZ622,Rousettus madagascariensis,RAVV,1426,1
MIZ624,Rousettus madagascariensis,RAVV,1175,1
MIZ625,Rousettus madagascariensis,RAVV,255.5,0
MIZ626,Rousettus madagascariensis,RAVV,923,1
MIZ627,Rousettus madagascariensis,RAVV,496,1
MIZ629,Rousettus madagascariensis,RAVV,87.5,0
MIZ630,Rousettus madagascariensis,RAVV,536.5,1
MIZ631,Rousettus madagascariensis,RAVV,805,1
MIZ632,Rousettus madagascariensis,RAVV,404,0
MIZ633,Rousettus madagascariensis,RAVV,1473,1
MIZ634,Rousettus madagascariensis,RAVV,250,0
MIZ635,Rousettus madagascariensis,RAVV,1214,1
MIZ636,Rousettus madagascariensis,RAVV,153,0
MIZ637,Rousettus madagascariensis,RAVV,642,1
MIZ638,Rousettus madagascariensis,RAVV,2669.5,1
MIZ639,Rousettus madagascariensis,RAVV,846,1
MIZ640,Rousettus madagascariensis,RAVV,888.5,1
MIZ641,Rousettus madagascariensis,RAVV,434.5,0
MIZ642,Rousettus madagascariensis,RAVV,2068.5,1
MIZ643,Rousettus madagascariensis,RAVV,198,0
MIZ644,Rousettus madagascariensis,RAVV,135.5,0
MIZ646,Rousettus madagascariensis,RAVV,3684,1
MIZ647,Rousettus madagascariensis,RAVV,534,1
MIZ649,Rousettus madagascariensis,RAVV,292,0
MIZ650,Rousettus madagascariensis,RAVV,624.5,1
ROU100,Rousettus madagascariensis,RAVV,74.5,0
ROU101,Rousettus madagascariensis,RAVV,449,0
ROU102,Rousettus madagascariensis,RAVV,656.5,1
ROU103,Rousettus madagascariensis,RAVV,3598,1
ROU104,Rousettus madagascariensis,RAVV,441.5,0
ROU105,Rousettus madagascariensis,RAVV,1606,1
ROU107,Rousettus madagascariensis,RAVV,263.5,0
ROU108,Rousettus madagascariensis,RAVV,598,1
ROU110,Rousettus madagascariensis,RAVV,415.5,0
ROU111,Rousettus madagascariensis,RAVV,1557,1
ROU112,Rousettus madagascariensis,RAVV,187,0
ROU113,Rousettus madagascariensis,RAVV,107,0
ROU114,Rousettus madagascariensis,RAVV,5454,1
ROU115,Rousettus madagascariensis,RAVV,364,0
ROU116,Rousettus madagascariensis,RAVV,402.5,0
ROU117,Rousettus madagascariensis,RAVV,98.5,0
ROU118,Rousettus madagascariensis,RAVV,5364.5,1
ROU119,Rousettus madagascariensis,RAVV,4598,1
ROU120,Rousettus madagascariensis,RAVV,272.5,0
ROU121,Rousettus madagascariensis,RAVV,188,0
ROU122,Rousettus madagascariensis,RAVV,2325,1
ROU123,Rousettus madagascariensis,RAVV,6274.5,1
ROU124,Rousettus madagascariensis,RAVV,5517,1
ROU125,Rousettus madagascariensis,RAVV,1822.5,1
ROU126,Rousettus madagascariensis,RAVV,1811.5,1
ROU127,Rousettus madagascariensis,RAVV,1375.5,1
ROU128,Rousettus madagascariensis,RAVV,2723.5,1
ROU129,Rousettus madagascariensis,RAVV,1952.5,1
ROU130,Rousettus madagascariensis,RAVV,1955.5,1
ROU131,Rousettus madagascariensis,RAVV,522.5,1
ROU132,Rousettus madagascariensis,RAVV,33,0
ROU133,Rousettus madagascariensis,RAVV,277.5,0
ROU134,Rousettus madagascariensis,RAVV,3572.5,1
ROU135,Rousettus madagascariensis,RAVV,929.5,1
ROU137,Rousettus madagascariensis,RAVV,36.5,0
ROU138,Rousettus madagascariensis,RAVV,2661,1
ROU139,Rousettus madagascariensis,RAVV,7175,1
ROU140,Rousettus madagascariensis,RAVV,5525,1
ROU141,Rousettus madagascariensis,RAVV,3752.5,1
ROU142,Rousettus madagascariensis,RAVV,4804.5,1
ROU143,Rousettus madagascariensis,RAVV,2726.5,1
ROU144,Rousettus madagascariensis,RAVV,2445.5,1
ROU145,Rousettus madagascariensis,RAVV,560.5,1
ROU146,Rousettus madagascariensis,RAVV,2231.5,1
ROU147,Rousettus madagascariensis,RAVV,1511.5,1
ROU148,Rousettus madagascariensis,RAVV,1232,1
ROU149,Rousettus madagascariensis,RAVV,2092.5,1
ROU150,Rousettus madagascariensis,RAVV,1382,1
ROU151,Rousettus madagascariensis,RAVV,1556.5,1
ROU152,Rousettus madagascariensis,RAVV,1660.5,1
ROU153,Rousettus madagascariensis,RAVV,756.5,1
ROU154,Rousettus madagascariensis,RAVV,1541.5,1
ROU155,Rousettus madagascariensis,RAVV,5023,1
ROU156,Rousettus madagascariensis,RAVV,7052.5,1
ROU157,Rousettus madagascariensis,RAVV,707.5,1
ROU158,Rousettus madagascariensis,RAVV,6794.5,1
ROU159,Rousettus madagascariensis,RAVV,6585.5,1
ROU160,Rousettus madagascariensis,RAVV,2840.5,1
ROU161,Rousettus madagascariensis,RAVV,5982.5,1
ROU162,Rousettus madagascariensis,RAVV,2155.5,1
ROU163,Rousettus madagascariensis,RAVV,4157,1
ROU164,Rousettus madagascariensis,RAVV,5100.5,1
ROU165,Rousettus madagascariensis,RAVV,5605.5,1
ROU166,Rousettus madagascariensis,RAVV,4104.5,1
ROU167,Rousettus madagascariensis,RAVV,7276.5,1
ROU168,Rousettus madagascariensis,RAVV,1425.5,1
ROU169,Rousettus madagascariensis,RAVV,1837.5,1
ROU170,Rousettus madagascariensis,RAVV,1804.5,1
ROU171,Rousettus madagascariensis,RAVV,1562,1
ROU172,Rousettus madagascariensis,RAVV,730.5,1
ROU173,Rousettus madagascariensis,RAVV,2069.5,1
ROU174,Rousettus madagascariensis,RAVV,2716.5,1
ROU175,Rousettus madagascariensis,RAVV,2819.5,1
ROU176,Rousettus madagascariensis,RAVV,5596.5,1
ROU177,Rousettus madagascariensis,RAVV,707.5,1
ROU178,Rousettus madagascariensis,RAVV,428.5,0
ROU179,Rousettus madagascariensis,RAVV,2158,1
ROU180,Rousettus madagascariensis,RAVV,286,0
ROU181,Rousettus madagascariensis,RAVV,501.5,1
ROU182,Rousettus madagascariensis,RAVV,333.5,0
ROU183,Rousettus madagascariensis,RAVV,3370.5,1
ROU184,Rousettus madagascariensis,RAVV,1727.5,1
ROU185,Rousettus madagascariensis,RAVV,3643.5,1
ROU186,Rousettus madagascariensis,RAVV,2804.5,1
ROU187,Rousettus madagascariensis,RAVV,267.5,0
ROU188,Rousettus madagascariensis,RAVV,744.5,1
ROU189,Rousettus madagascariensis,RAVV,2690,1
ROU190,Rousettus madagascariensis,RAVV,3881.5,1
ROU191,Rousettus madagascariensis,RAVV,3507,1
ROU192,Rousettus madagascariensis,RAVV,1196.5,1
ROU193,Rousettus madagascariensis,RAVV,1737.5,1
ROU194,Rousettus madagascariensis,RAVV,1406.5,1
ROU195,Rousettus madagascariensis,RAVV,5062.5,1
ROU196,Rousettus madagascariensis,RAVV,4694.5,1
ROU94,Rousettus madagascariensis,RAVV,240,0
ROU95,Rousettus madagascariensis,RAVV,114,0
ROU96,Rousettus madagascariensis,RAVV,50,0
ROU97,Rousettus madagascariensis,RAVV,541.5,1
ROU98,Rousettus madagascariensis,RAVV,738,1
ROU99,Rousettus madagascariensis,RAVV,119,0
RTC001,Rousettus madagascariensis,RAVV,1884,1
RTC002,Rousettus madagascariensis,RAVV,92.5,0
RTC003,Rousettus madagascariensis,RAVV,2125,1
RTC004,Rousettus madagascariensis,RAVV,28,0
RTC005,Rousettus madagascariensis,RAVV,2127,1
RTC006,Rousettus madagascariensis,RAVV,5575.5,1
RTC007,Rousettus madagascariensis,RAVV,313.5,0
RTC008,Rousettus madagascariensis,RAVV,3126.5,1
